cnv_feature,f_score,p_value
cnv_depth__IBNLCO_04603__IBNLCO_04603__gene__promoter,79.38509529592399,2.0137865614076355e-16
cnv_depth__IBNLCO_04616__IBNLCO_04616__gene,79.37014076026894,2.025004284546317e-16
cnv_depth__IBNLCO_03427__IBNLCO_03427__gene__promoter,79.3605884579749,2.0322026671474542e-16
cnv_depth__IBNLCO_00006__IBNLCO_00006__gene__promoter,79.3352755708816,2.0514030081844766e-16
cnv_depth__IBNLCO_01906__4-hydroxy-3-methylbut-2-en-1-yl__CDS__promoter,79.2768553788766,2.0964179028067214e-16
cnv_depth__IBNLCO_00015__hypothetical__CDS,79.23486037461237,2.129391427164064e-16
cnv_depth__IBNLCO_01452__IBNLCO_01452__gene,79.1207261960252,2.2216765830499725e-16
cnv_depth__IBNLCO_01970__2-hydoxy-3-oxopropionate__CDS,79.0976019648041,2.2408604550899764e-16
cnv_depth__IBNLCO_03216__IBNLCO_03216__gene,79.02527376782216,2.3019502318545454e-16
cnv_depth__IBNLCO_03396__ATP__CDS__promoter,78.9181067920514,2.3955707982103396e-16
cnv_depth__IBNLCO_03202__IBNLCO_03202__gene__promoter,78.84835113452304,2.4585650259050394e-16
cnv_depth__IBNLCO_01880__rimO__gene,78.84693683726817,2.459859384672297e-16
cnv_depth__IBNLCO_05116__IBNLCO_05116__gene,78.77189827801762,2.529530037568909e-16
cnv_depth__IBNLCO_01409__Spore__CDS,78.43499349973207,2.8677281887129644e-16
cnv_depth__IBNLCO_01408__PapC-like__CDS,78.42178063459448,2.881884887312646e-16
cnv_depth__IBNLCO_03701__IBNLCO_03701__gene,78.17834860850176,3.1557057339931915e-16
cnv_depth__IBNLCO_03436__IBNLCO_03436__gene__promoter,78.15079555851051,3.188308925690058e-16
cnv_depth__IBNLCO_03403__IBNLCO_03403__gene,78.12251729633195,3.2221238778226333e-16
cnv_depth__IBNLCO_00189__AmpG__CDS__promoter,78.02663156404797,3.339501884953901e-16
cnv_depth__IBNLCO_04398__IBNLCO_04398__gene,77.9174661650161,3.478401195883482e-16
cnv_depth__IBNLCO_03410__ABC__CDS,77.79448201270465,3.641884009350168e-16
cnv_depth__IBNLCO_03214__Large__CDS,77.73980939604233,3.7170300854268317e-16
cnv_depth__IBNLCO_03315__IBNLCO_03315__gene,77.72542759004726,3.7370562349748075e-16
cnv_depth__IBNLCO_03461__Anaerobic__CDS,77.63966858723522,3.8587543907432897e-16
cnv_depth__IBNLCO_03279__rlpA__gene,77.61261117124137,3.897975054681599e-16
cnv_depth__IBNLCO_01297__proP__gene__promoter,77.57289552195203,3.9562743345420033e-16
cnv_depth__IBNLCO_04688__corA__gene,77.47845291405332,4.09846860757222e-16
cnv_depth__IBNLCO_03223__DNA-directed__CDS,77.35226919741214,4.296539402939325e-16
cnv_depth__IBNLCO_03438__2-amino-3-ketobutyrate__CDS,77.34668409898005,4.305526326453398e-16
cnv_depth__IBNLCO_03203__Small__CDS,77.31326576035812,4.35969728115195e-16
cnv_depth__IBNLCO_02131__Chromosome__CDS__promoter,77.15864127870934,4.619440019515246e-16
cnv_depth__IBNLCO_04667__PKHD-type__CDS__promoter,77.12770700649743,4.673250963573607e-16
cnv_depth__IBNLCO_03433__IBNLCO_03433__gene,77.01859944734707,4.868149278683382e-16
cnv_depth__IBNLCO_00179__mreC__gene__promoter,76.90231451667061,5.084912729034847e-16
cnv_depth__IBNLCO_01516__IBNLCO_01516__gene,76.89870672022302,5.091791577984831e-16
cnv_depth__IBNLCO_00009__IBNLCO_00009__gene,76.89363176483066,5.101483706801311e-16
cnv_depth__IBNLCO_03319__Glucosamine__CDS__promoter,76.71844628090662,5.447720841353431e-16
cnv_depth__IBNLCO_03150__IBNLCO_03150__gene,76.7118486084176,5.461214335492772e-16
cnv_depth__IBNLCO_01420__IBNLCO_01420__gene,76.61700132230551,5.658966154854856e-16
cnv_depth__IBNLCO_03478__IBNLCO_03478__gene,76.50741149142875,5.896476445336361e-16
cnv_depth__IBNLCO_00201__cobW__gene,76.49454958555046,5.925003523768727e-16
cnv_depth__IBNLCO_00634__IBNLCO_00634__gene,76.39650576894422,6.147088957933629e-16
cnv_depth__IBNLCO_03374__Small-conductance__CDS__promoter,76.37072927102783,6.206859601406953e-16
cnv_depth__IBNLCO_03401__ATP__CDS__promoter,76.34005412927723,6.278754282197717e-16
cnv_depth__IBNLCO_04608__Formate__CDS,76.30370528816444,6.365035803652705e-16
cnv_depth__IBNLCO_02897__Betaproteobacteria_toxic_sRNA__gene__promoter,76.28570265266141,6.408210996280546e-16
cnv_depth__IBNLCO_03652__IBNLCO_03652__gene,76.2405395241445,6.517830122822779e-16
cnv_depth__IBNLCO_03264__IBNLCO_03264__gene__promoter,76.16890407796245,6.695598481846106e-16
cnv_depth__IBNLCO_00982__IBNLCO_00982__gene__promoter,76.12367865879483,6.81034094552067e-16
cnv_depth__unknown__unknown__regulatory.6,76.04896221617962,7.004271405088816e-16
cnv_depth__IBNLCO_01733__Cysteine__CDS__promoter,75.99696984474288,7.142500836333366e-16
cnv_depth__IBNLCO_00054__Short-chain__CDS__promoter,75.96200916340163,7.236994281063246e-16
cnv_depth__IBNLCO_01692__IBNLCO_01692__gene,75.89890517407154,7.410761389529202e-16
cnv_depth__IBNLCO_03312__flagellar__CDS,75.8953369732901,7.42071189150157e-16
cnv_depth__IBNLCO_03309__cheA__gene,75.76831072785751,7.783871580384881e-16
cnv_depth__IBNLCO_00028__flagellar__CDS__promoter,75.70129934676424,7.982628788918239e-16
cnv_depth__IBNLCO_03190__DNA-directed__CDS,75.63954972517564,8.170313039173352e-16
cnv_depth__IBNLCO_04575__ftsH__gene,75.52400170174495,8.533566527586561e-16
cnv_depth__IBNLCO_03308__chemotaxis__CDS,75.45835753513508,8.747153252265227e-16
cnv_depth__IBNLCO_00077__IBNLCO_00077__gene__promoter,75.42422676563328,8.860328872009885e-16
cnv_depth__IBNLCO_03026__IBNLCO_03026__gene__promoter,75.21064616003967,9.602907425038486e-16
cnv_depth__IBNLCO_00003__tRNA__CDS__promoter,75.20809335487687,9.612152994711687e-16
cnv_depth__IBNLCO_00225__flagellar__CDS,75.0428712375721,1.0230058356690477e-15
cnv_depth__IBNLCO_00079__yidC__gene,75.03702179748981,1.0252654701857507e-15
cnv_depth__IBNLCO_01971__IBNLCO_01971__gene__promoter,75.03319341965405,1.0267470969936962e-15
cnv_depth__IBNLCO_03586__IBNLCO_03586__gene__promoter,75.02914646513217,1.028315665612217e-15
cnv_depth__IBNLCO_05817__mlaC__gene,74.9890754994253,1.0439780257800846e-15
cnv_depth__IBNLCO_00116__Lysine__CDS,74.98621342837566,1.0451058823365093e-15
cnv_depth__IBNLCO_04646__IBNLCO_04646__gene__promoter,74.9348518417124,1.0655563479934411e-15
cnv_depth__IBNLCO_00284__IBNLCO_00284__gene,74.89603342497969,1.0812801845282472e-15
cnv_depth__IBNLCO_01679__cobN__gene,74.89209954265118,1.0828866620148907e-15
cnv_depth__IBNLCO_03147__IBNLCO_03147__gene__promoter,74.87720175246238,1.0889923351033143e-15
cnv_depth__IBNLCO_04733__IBNLCO_04733__gene,74.8671725658692,1.0931222325920736e-15
cnv_depth__IBNLCO_04662__Cupin__CDS,74.81694918525247,1.1140426791370167e-15
cnv_depth__IBNLCO_01307__IBNLCO_01307__gene__promoter,74.75125376480275,1.1420194106008265e-15
cnv_depth__IBNLCO_03317__IBNLCO_03317__gene__promoter,74.686956668737,1.1700874330072438e-15
cnv_depth__IBNLCO_03396__ATP__CDS,74.67472513459606,1.1755052709086501e-15
cnv_depth__IBNLCO_01650__Microcin__CDS,74.6207613177985,1.199711969116823e-15
cnv_depth__IBNLCO_03192__Small__CDS,74.6196068846931,1.2002352776519632e-15
cnv_depth__IBNLCO_04541__Cobalt-zinc-cadmium__CDS,74.43785421838466,1.2855660853270081e-15
cnv_depth__IBNLCO_03643__HTH__CDS__promoter,74.35164914134955,1.328154444340529e-15
cnv_depth__IBNLCO_04740__hypothetical__CDS,74.26226032384727,1.373820864421802e-15
cnv_depth__IBNLCO_00274__flgI__gene,74.2492684450589,1.3805887486135356e-15
cnv_depth__IBNLCO_01997__IBNLCO_01997__gene,74.21307423350773,1.3996214971628744e-15
cnv_depth__IBNLCO_00273__flgH__gene,74.19690567748029,1.4082091211712046e-15
cnv_depth__IBNLCO_04779__Glutathione__CDS__promoter,74.10745265711026,1.4566907661273288e-15
cnv_depth__IBNLCO_05798__IBNLCO_05798__gene,74.04461491753017,1.4917518662374566e-15
cnv_depth__IBNLCO_03455__hypothetical__CDS__promoter,74.00699992675062,1.51314597721068e-15
cnv_depth__IBNLCO_02800__Phosphoribosylformylglycinamidine__CDS__promoter,74.00625440825362,1.5135731182408904e-15
cnv_depth__IBNLCO_00036__IBNLCO_00036__gene,73.99942442245762,1.517491993790948e-15
cnv_depth__IBNLCO_03424__HTH__CDS,73.88785162424692,1.582979778070376e-15
cnv_depth__IBNLCO_04737__Alkylation__CDS,73.81038432269582,1.63012063735893e-15
cnv_depth__IBNLCO_01652__AraC__CDS,73.60630415206282,1.7612075760106118e-15
cnv_depth__IBNLCO_02570__gnl|Bakta|IBNLCO_02570__CDS__promoter,73.53448576556183,1.8098285052818935e-15
cnv_depth__IBNLCO_02193__IBNLCO_02193__gene__promoter,73.34693468354608,1.943288466738874e-15
cnv_depth__IBNLCO_03160__Glutamate__CDS,73.33669726801268,1.9508529326379868e-15
cnv_depth__IBNLCO_00182__Glutamyl-tRNA(Gln)__CDS,73.25523071690851,2.0121181490161082e-15
cnv_depth__IBNLCO_03315__IBNLCO_03315__gene__promoter,73.11423629550208,2.12277662918271e-15
cnv_depth__IBNLCO_03747__ceoR__gene,72.91886853657796,2.2863415205839106e-15
cnv_depth__IBNLCO_03412__IBNLCO_03412__gene,72.73811623421285,2.4489869789970077e-15
cnv_depth__IBNLCO_03122__IBNLCO_03122__gene,72.7055224230251,2.479535634144389e-15
cnv_depth__IBNLCO_00063__enoyl-CoA__CDS,72.6097038034055,2.571588244998308e-15
cnv_depth__IBNLCO_01555__IBNLCO_01555__gene,72.57130430089329,2.6094399256407105e-15
cnv_depth__IBNLCO_04632__IBNLCO_04632__gene,72.5636133305894,2.6170885190773273e-15
cnv_depth__IBNLCO_03395__IBNLCO_03395__gene,72.48657795939141,2.6949593557086685e-15
cnv_depth__IBNLCO_01968__Glyoxylate__CDS,72.42483036413049,2.759062515307297e-15
cnv_depth__IBNLCO_03106__IBNLCO_03106__gene,72.40954504529266,2.7751672409922547e-15
cnv_depth__IBNLCO_04698__Xylulose__CDS,72.38991382462429,2.7959901279936095e-15
cnv_depth__IBNLCO_00194__Acetylglutamate__CDS,72.3559989588745,2.832336036021337e-15
cnv_depth__IBNLCO_04741__YigZ__CDS,72.2600134063598,2.9378082847442038e-15
cnv_depth__IBNLCO_00268__flagellar__CDS,72.25495129579254,2.943479513818807e-15
cnv_depth__IBNLCO_03628__Tox-PAAR-like__CDS__promoter,72.24993874561534,2.9491061089924375e-15
cnv_depth__IBNLCO_03451__Acetoacetate__CDS,72.24439122806145,2.955345864398774e-15
cnv_depth__IBNLCO_03227__IBNLCO_03227__gene,72.22531367161474,2.976905884889632e-15
cnv_depth__IBNLCO_03415__IBNLCO_03415__gene,72.14188658245257,3.073070063975223e-15
cnv_depth__IBNLCO_04564__Thiamine__CDS,72.11130561110096,3.1091002027423964e-15
cnv_depth__IBNLCO_00030__fliP__gene,72.08335137985166,3.1424085309210862e-15
cnv_depth__IBNLCO_05837__IBNLCO_05837__gene,71.92478679318096,3.3382776054703476e-15
cnv_depth__IBNLCO_02175__IBNLCO_02175__gene,71.8885544941059,3.3847373686727103e-15
cnv_depth__IBNLCO_04571__IBNLCO_04571__gene,71.84939361692727,3.4356867451560385e-15
cnv_depth__IBNLCO_04697__hypothetical__CDS,71.84116978253472,3.4464841613107673e-15
cnv_depth__IBNLCO_03131__IBNLCO_03131__gene__promoter,71.7720217301851,3.5386372507946326e-15
cnv_depth__IBNLCO_04779__Glutathione__CDS,71.70920116978128,3.624512885755415e-15
cnv_depth__IBNLCO_02005__Phosphoribosylformylglycinamidine__CDS,71.66674190781318,3.683743245142666e-15
cnv_depth__IBNLCO_01572__IBNLCO_01572__gene__promoter,71.63630609572606,3.726801371635406e-15
cnv_depth__IBNLCO_03167__ugpB__gene,71.56697300519892,3.826795023788286e-15
cnv_depth__IBNLCO_01098__IBNLCO_01098__gene,71.52516850852524,3.888390817891063e-15
cnv_depth__IBNLCO_03372__Amino__CDS,71.50956307951631,3.9116399534367954e-15
cnv_depth__IBNLCO_00196__histidine__CDS,71.48936276013194,3.941943130765339e-15
cnv_depth__IBNLCO_02973__IBNLCO_02973__gene,71.47456168865519,3.9642970558988485e-15
cnv_depth__IBNLCO_03091__hypothetical__CDS,71.47413312437978,3.964946215497579e-15
cnv_depth__IBNLCO_00197__Response__CDS,71.46232834949186,3.982869523489094e-15
cnv_depth__IBNLCO_04396__IBNLCO_04396__gene,71.39835848059819,4.081427873340132e-15
cnv_depth__IBNLCO_01352__SAM-dependent__CDS,71.38455439584962,4.1030167529441985e-15
cnv_depth__IBNLCO_00005__yciC__gene,71.35925335338483,4.142886025574154e-15
cnv_depth__IBNLCO_02117__Zinc__CDS,71.30711221803847,4.226287695614936e-15
cnv_depth__IBNLCO_00078__Ribonuclease__CDS__promoter,71.21956990138814,4.370144975496166e-15
cnv_depth__IBNLCO_00436__Glutamate--cysteine__CDS,71.09854831916284,4.5771971384803194e-15
cnv_depth__IBNLCO_05838__gnl|Bakta|IBNLCO_05838__CDS,71.0552273997939,4.653697149203047e-15
cnv_depth__IBNLCO_01523__tRNA__CDS,71.00902706973659,4.736704880499492e-15
cnv_depth__IBNLCO_01425__Succinate--glutarate__CDS,70.99789649919151,4.756925520587385e-15
cnv_depth__IBNLCO_00011__IBNLCO_00011__gene,70.98715421099158,4.776523409645016e-15
cnv_depth__IBNLCO_03354__IBNLCO_03354__gene__promoter,70.94220048315512,4.859423767932696e-15
cnv_depth__IBNLCO_00072__IBNLCO_00072__gene,70.76858725494095,5.193459585085502e-15
cnv_depth__IBNLCO_03642__5-oxoprolinase__CDS__promoter,70.76526530640736,5.20007222923929e-15
cnv_depth__IBNLCO_00354__Sulfate-binding__CDS,70.75233222497042,5.2258977800607435e-15
cnv_depth__IBNLCO_03307__methyl-accepting__CDS,70.65436584149784,5.4257750931591636e-15
cnv_depth__IBNLCO_00293__hypothetical__CDS__promoter,70.5779161200064,5.587100570575953e-15
cnv_depth__IBNLCO_05814__ABC__CDS__promoter,70.54404916028643,5.660106708554797e-15
cnv_depth__IBNLCO_03140__ATP__CDS,70.4858963960694,5.7877190539193184e-15
cnv_depth__IBNLCO_03447__Glutathione__CDS,70.48411380861633,5.7916763760607514e-15
cnv_depth__IBNLCO_03140__IBNLCO_03140__gene__promoter,70.37417485663902,6.0410937690288095e-15
cnv_depth__IBNLCO_04853__IBNLCO_04853__gene,70.3363402073604,6.129414107524332e-15
cnv_depth__IBNLCO_04652__IBNLCO_04652__gene,70.3286740176286,6.147468100700983e-15
cnv_depth__IBNLCO_02920__IBNLCO_02920__gene,70.29361911182707,6.2307093717137474e-15
cnv_depth__IBNLCO_03208__IBNLCO_03208__gene,70.1792510152439,6.510283157970916e-15
cnv_depth__IBNLCO_00627__ubiE__gene,70.10943902434101,6.6871297392726524e-15
cnv_depth__IBNLCO_03500__IBNLCO_03500__gene,70.09436068660249,6.725958372355382e-15
cnv_depth__IBNLCO_00188__hypothetical__CDS__promoter,70.08176108281535,6.7585784560090475e-15
cnv_depth__IBNLCO_01714__Long-chain-fatty-acid--CoA__CDS,70.00189992533866,6.969084423920312e-15
cnv_depth__IBNLCO_03298__flhB__gene,69.98596380569394,7.0118762084920085e-15
cnv_depth__IBNLCO_03216__Large__CDS__promoter,69.97856335817023,7.0318380374576305e-15
cnv_depth__IBNLCO_01935__Chaperone__CDS,69.96953511215696,7.0562683626898004e-15
cnv_depth__IBNLCO_00285__IBNLCO_00285__gene,69.9264970585828,7.173911900431307e-15
cnv_depth__IBNLCO_01851__HTH__CDS,69.62603233326068,8.052308216132368e-15
cnv_depth__IBNLCO_03007__secA__gene,69.57388025388298,8.215482929785792e-15
cnv_depth__IBNLCO_05632__IBNLCO_05632__gene,69.57380303362852,8.215726997003896e-15
cnv_depth__IBNLCO_00273__flgH__gene__promoter,69.53813513423025,8.329247389068993e-15
cnv_depth__IBNLCO_03411__IBNLCO_03411__gene__promoter,69.53480910183657,8.339913551395098e-15
cnv_depth__unknown__unknown__regulatory.17,69.5258414752226,8.368740345579439e-15
cnv_depth__IBNLCO_02988__Proline--tRNA__CDS,69.37257247173523,8.877279007068134e-15
cnv_depth__IBNLCO_05057__bcsG__gene,69.27568880142698,9.214715596706781e-15
cnv_depth__IBNLCO_03521__IBNLCO_03521__gene,69.17743828529821,9.570143591745241e-15
cnv_depth__IBNLCO_00321__IBNLCO_00321__gene__promoter,69.14347096281723,9.696216172020503e-15
cnv_depth__IBNLCO_03586__IBNLCO_03586__gene,69.10811383539414,9.829228597905444e-15
cnv_depth__IBNLCO_03409__ABC__CDS,69.07486354063705,9.955995581582196e-15
cnv_depth__IBNLCO_03419__Lipopolysaccharide__CDS,69.03342216439476,1.0116304303270013e-14
cnv_depth__IBNLCO_05807__Porin__CDS,68.9188491923523,1.0573204181531573e-14
cnv_depth__IBNLCO_03418__IBNLCO_03418__gene,68.82186470492486,1.0976213412138548e-14
cnv_depth__IBNLCO_03158__alsT__gene,68.71578788295238,1.1434788870070285e-14
cnv_depth__IBNLCO_03409__ABC__CDS__promoter,68.70141007115737,1.1498415967244516e-14
cnv_depth__IBNLCO_03073__IBNLCO_03073__gene,68.61094007016803,1.1907061986485799e-14
cnv_depth__IBNLCO_03339__csgG__gene,68.61028319595918,1.1910082034677165e-14
cnv_depth__unknown__unknown__rep_origin,68.55197707167706,1.2181254602277473e-14
cnv_depth__IBNLCO_00084__IBNLCO_00084__gene,68.52805175526025,1.2294323249079372e-14
cnv_depth__IBNLCO_03617__clpB__gene__promoter,68.49055878807044,1.247364636918944e-14
cnv_depth__IBNLCO_03410__ABC__CDS__promoter,68.47711189247103,1.2538602195064421e-14
cnv_depth__IBNLCO_03725__iclR__gene__promoter,68.4380413916009,1.2729278087025569e-14
cnv_depth__IBNLCO_04681__SDR__CDS,68.4168353552095,1.2833992837262338e-14
cnv_depth__IBNLCO_03274__hypothetical__CDS,68.3541660440524,1.3148562550722732e-14
cnv_depth__IBNLCO_03403__IBNLCO_03403__gene__promoter,68.33119588068033,1.3265801287606796e-14
cnv_depth__IBNLCO_00394__IBNLCO_00394__gene__promoter,68.27666804969833,1.3548352974975702e-14
cnv_depth__IBNLCO_01720__IBNLCO_01720__gene,68.27321579517354,1.3566444996414306e-14
cnv_depth__IBNLCO_03321__IBNLCO_03321__gene,68.11842082843047,1.4403240331651846e-14
cnv_depth__IBNLCO_03184__engB__gene,68.08148514945613,1.461049296552209e-14
cnv_depth__IBNLCO_03336__phospholipase__CDS__promoter,68.0594757162978,1.47354206687211e-14
cnv_depth__IBNLCO_03451__Acetoacetate__CDS__promoter,67.8368430617997,1.6061368321886964e-14
cnv_depth__IBNLCO_00110__DNA-binding__CDS__promoter,67.75582576748526,1.657324376377991e-14
cnv_depth__IBNLCO_03189__IBNLCO_03189__gene__promoter,67.59406713175547,1.764506447700767e-14
cnv_depth__IBNLCO_03484__Cysteine/O-acetylserine__CDS,67.58044801894842,1.773843879136291e-14
cnv_depth__IBNLCO_05022__bsaP__gene__promoter,67.57992886783069,1.7742008008703392e-14
cnv_depth__IBNLCO_02981__IBNLCO_02981__gene,67.50502215824964,1.8264673606640127e-14
cnv_depth__IBNLCO_00179__mreC__gene,67.43304994511048,1.8781504533713782e-14
cnv_depth__IBNLCO_03170__IBNLCO_03170__gene,67.43206457468243,1.8788681977517337e-14
cnv_depth__IBNLCO_01658__Short__CDS,67.4228415591361,1.8855996876030754e-14
cnv_depth__IBNLCO_04567__Thymidylate__CDS,67.37431764663376,1.9214183520447217e-14
cnv_depth__IBNLCO_01982__ycfH__gene,67.37128478376103,1.923679781183194e-14
cnv_depth__IBNLCO_05738__SDR__CDS,67.35228983544583,1.9379044503445196e-14
cnv_depth__IBNLCO_05850__Arsenate__CDS,67.34769626468082,1.9413603343933968e-14
cnv_depth__IBNLCO_05665__Putative__CDS,67.34609238811979,1.9425684447321194e-14
cnv_depth__IBNLCO_01302__IBNLCO_01302__gene__promoter,67.33228132513493,1.95300300209945e-14
cnv_depth__IBNLCO_04201__Multidrug__CDS,67.33032919321758,1.9544824373169393e-14
cnv_depth__IBNLCO_05592__IBNLCO_05592__gene,67.13181593542456,2.1109903560848716e-14
cnv_depth__IBNLCO_03632__IBNLCO_03632__gene__promoter,67.0452721887383,2.1831256866542734e-14
cnv_depth__IBNLCO_03696__Sulfate__CDS,67.013731054258,2.2100300552965296e-14
cnv_depth__IBNLCO_01736__IBNLCO_01736__gene,66.95523652691968,2.2608147522013306e-14
cnv_depth__IBNLCO_05844__IBNLCO_05844__gene,66.93822491812003,2.2758041274827892e-14
cnv_depth__IBNLCO_03108__IBNLCO_03108__gene,66.77875077182541,2.4212931773596463e-14
cnv_depth__IBNLCO_03398__IBNLCO_03398__gene__promoter,66.73557243489725,2.4622763501595393e-14
cnv_depth__IBNLCO_04856__IBNLCO_04856__gene__promoter,66.71293527073865,2.484041754041489e-14
cnv_depth__IBNLCO_04717__IBNLCO_04717__gene,66.67811940420452,2.5178965842816344e-14
cnv_depth__IBNLCO_01482__IBNLCO_01482__gene,66.64174162067398,2.5537680050210828e-14
cnv_depth__IBNLCO_02980__Ribonucleoside-diphosphate__CDS__promoter,66.63896988057796,2.5565222249737315e-14
cnv_depth__IBNLCO_00005__yciC__gene__promoter,66.5489701174534,2.6476015842249038e-14
cnv_depth__IBNLCO_01386__Type__CDS,66.5161974157688,2.68157511848837e-14
cnv_depth__IBNLCO_00311__IBNLCO_00311__gene,66.4792334299734,2.720421995138125e-14
cnv_depth__IBNLCO_04738__IBNLCO_04738__gene,66.46796379505088,2.73237833013949e-14
cnv_depth__IBNLCO_01867__IBNLCO_01867__gene,66.38609956137216,2.8208382396512438e-14
cnv_depth__IBNLCO_04780__IBNLCO_04780__gene,66.35055413420773,2.8601424627429225e-14
cnv_depth__IBNLCO_03198__IBNLCO_03198__gene,66.27355585154979,2.9471897131473236e-14
cnv_depth__IBNLCO_00173__IBNLCO_00173__gene,66.20310350638101,3.029178490207762e-14
cnv_depth__IBNLCO_03397__ATP__CDS,66.18833059097474,3.0466604011256396e-14
cnv_depth__IBNLCO_01849__mexB__gene,66.16315674434352,3.076685523379852e-14
cnv_depth__IBNLCO_00081__mnmE__gene__promoter,66.08540323255832,3.171322613675063e-14
cnv_depth__IBNLCO_03130__Transmembrane__CDS__promoter,65.99820933508826,3.2809510686249054e-14
cnv_depth__IBNLCO_03188__Periplasmic__CDS,65.97527058389578,3.3104222797887187e-14
cnv_depth__IBNLCO_01394__vgrG1__gene,65.97509704782131,3.3106462507551936e-14
cnv_depth__IBNLCO_03310__cheY1__gene__promoter,65.96012855282399,3.3300227290018336e-14
cnv_depth__IBNLCO_03134__IBNLCO_03134__gene,65.8098064328632,3.531076376388992e-14
cnv_depth__IBNLCO_03336__phospholipase__CDS,65.76304702175088,3.596082235247743e-14
cnv_depth__IBNLCO_01878__bktB__gene,65.73548165844662,3.634968853298707e-14
cnv_depth__IBNLCO_05853__IBNLCO_05853__gene,65.71694815516251,3.661352577070237e-14
cnv_depth__IBNLCO_00038__IBNLCO_00038__gene__promoter,65.65617784030754,3.749227306996545e-14
cnv_depth__IBNLCO_03272__IBNLCO_03272__gene__promoter,65.64955261578694,3.7589352954706034e-14
