cnv_feature,f_score,p_value
cnv_depth__IBNLCO_04493__IBNLCO_04493__gene__promoter,4.204702740846925,0.041502827664168726
cnv_depth__IBNLCO_01057__Glyoxalase/fosfomycin__CDS__promoter,4.201984309398609,0.04156809732793168
cnv_depth__IBNLCO_05306__IBNLCO_05306__gene,4.201494739251244,0.041579863469013795
cnv_depth__IBNLCO_00610__IBNLCO_00610__gene__promoter,4.201492480680444,0.0415799177588053
cnv_depth__IBNLCO_02813__IBNLCO_02813__gene,4.20107200075639,0.04159002623972573
cnv_depth__IBNLCO_00510__IBNLCO_00510__gene,4.200845521262153,0.0415954719617802
cnv_depth__IBNLCO_00871__NADP-dependent__CDS__promoter,4.197869436143862,0.041667102384203805
cnv_depth__IBNLCO_04095__IBNLCO_04095__gene__promoter,4.1952967806287,0.041729128003452375
cnv_depth__IBNLCO_05458__IBNLCO_05458__gene__promoter,4.191826569095111,0.04181294817805625
cnv_depth__IBNLCO_05672__GtrA/DPMS__CDS,4.189423293408336,0.04187110181296326
cnv_depth__IBNLCO_05384__IBNLCO_05384__gene,4.187620577616045,0.041914779501824144
cnv_depth__IBNLCO_04172__IBNLCO_04172__gene,4.187524005975171,0.041917120680065444
cnv_depth__IBNLCO_03954__IBNLCO_03954__gene__promoter,4.186787612525007,0.04193497755815833
cnv_depth__IBNLCO_05726__CBS__CDS,4.183383749495776,0.042017622877691514
cnv_depth__IBNLCO_04118__Carboxypeptidase__CDS,4.178119739539873,0.042145772011678045
cnv_depth__IBNLCO_04093__mreB__gene__promoter,4.174895602764576,0.04222446595622844
cnv_depth__IBNLCO_00643__IBNLCO_00643__gene__promoter,4.173145730486566,0.04226724153175835
cnv_depth__IBNLCO_03598__IBNLCO_03598__gene__promoter,4.16934583786765,0.042360287876642616
cnv_depth__IBNLCO_03713__IBNLCO_03713__gene__promoter,4.1693328525815385,0.042360606213390904
cnv_depth__IBNLCO_01745__doxX__gene__promoter,4.166266085053122,0.04243585959581585
cnv_depth__IBNLCO_01150__bamE__gene__promoter,4.165579349199982,0.04245273034527998
cnv_depth__IBNLCO_04121__IBNLCO_04121__gene__promoter,4.164598307876619,0.04247684349472279
cnv_depth__IBNLCO_05317__hypothetical__CDS,4.163112715846542,0.042513385681153426
cnv_depth__IBNLCO_02186__IBNLCO_02186__gene__promoter,4.162746758042244,0.04252239252080177
cnv_depth__IBNLCO_00695__rpoS__gene,4.162506986763817,0.04252829479265445
cnv_depth__IBNLCO_05272__IBNLCO_05272__gene__promoter,4.160655465625336,0.04257390154478549
cnv_depth__IBNLCO_05758__IBNLCO_05758__gene__promoter,4.159125197764505,0.04261163426709655
cnv_depth__IBNLCO_04957__D-mannonate__CDS__promoter,4.1576531113419195,0.042647965800321826
cnv_depth__IBNLCO_05035__IBNLCO_05035__gene,4.1536636485564955,0.04274659197183255
cnv_depth__IBNLCO_02143__IBNLCO_02143__gene__promoter,4.1503529076871075,0.04282862242897488
cnv_depth__IBNLCO_00398__Type__CDS__promoter,4.146042953308935,0.04293566037521215
cnv_depth__IBNLCO_03894__AraC-family__CDS,4.14550548784281,0.04294902821758204
cnv_depth__IBNLCO_00870__HTH__CDS,4.143590787161124,0.04299668649985531
cnv_depth__IBNLCO_00168__IBNLCO_00168__gene,4.140930461141159,0.04306299695278949
cnv_depth__IBNLCO_04050__IBNLCO_04050__gene,4.131041330264643,0.04331044183984689
cnv_depth__IBNLCO_02495__Murein__CDS,4.125487277969849,0.04345007507281014
cnv_depth__IBNLCO_04430__IBNLCO_04430__gene__promoter,4.125447996517491,0.04345106433650321
cnv_depth__IBNLCO_04072__Peptidase__CDS,4.119826264146291,0.0435928884254323
cnv_depth__IBNLCO_05372__CheW-like__CDS__promoter,4.119334293785749,0.04360532309113123
cnv_depth__IBNLCO_04239__IBNLCO_04239__gene__promoter,4.113669276782925,0.04374877888866116
cnv_depth__IBNLCO_00999__ABC__CDS,4.112530750489133,0.04377767022401712
cnv_depth__IBNLCO_03670__IBNLCO_03670__gene__promoter,4.112278431074907,0.04378407583896161
cnv_depth__IBNLCO_05605__IBNLCO_05605__gene,4.112258453870943,0.043784583041251005
cnv_depth__IBNLCO_05291__glgB__gene,4.107299219956467,0.043910686167297715
cnv_depth__IBNLCO_04973__Autotransporter__CDS__promoter,4.106758660365823,0.04392445473655573
cnv_depth__IBNLCO_02818__TIGR02099__CDS__promoter,4.103864029845724,0.04399826164995387
cnv_depth__IBNLCO_02743__4-hydroxybenzoyl-CoA__CDS,4.103437849516802,0.04400913943882132
cnv_depth__IBNLCO_02075__Muramoyltetrapeptide__CDS,4.101772329020645,0.04405167738518471
cnv_depth__IBNLCO_00682__IBNLCO_00682__gene__promoter,4.099507932151402,0.04410958076082295
cnv_depth__IBNLCO_05047__Fe2OG__CDS,4.099146984081527,0.044118818094448786
cnv_depth__IBNLCO_04864__Type__CDS__promoter,4.097159873704068,0.0441697086885003
cnv_depth__IBNLCO_05397__IBNLCO_05397__gene,4.096684324053687,0.044181896908634076
cnv_depth__IBNLCO_05407__Carboxylesterase__CDS,4.092725868608556,0.04428348962502059
cnv_depth__IBNLCO_02306__IBNLCO_02306__gene__promoter,4.080981602098724,0.04458636339740038
cnv_depth__IBNLCO_05749__IBNLCO_05749__gene__promoter,4.0801859583587285,0.044606961607299586
cnv_depth__IBNLCO_05246__IBNLCO_05246__gene,4.077160887596617,0.044685369036709596
cnv_depth__IBNLCO_02667__dTDP-glucose__CDS__promoter,4.077026161107988,0.04468886443820219
cnv_depth__IBNLCO_02642__Urease__CDS__promoter,4.075852356793977,0.04471933038991732
cnv_depth__IBNLCO_00436__IBNLCO_00436__gene__promoter,4.074958980171191,0.044742532636583884
cnv_depth__IBNLCO_04555__DUF2760__CDS,4.074884799160256,0.044744459795722114
cnv_depth__IBNLCO_04040__IBNLCO_04040__gene,4.068102757834569,0.04492102393897981
cnv_depth__IBNLCO_03940__Beta-ketoacyl-[acyl-carrier-protein]__CDS__promoter,4.063667892379252,0.04503688106838829
cnv_depth__IBNLCO_05068__Transmembrane__CDS,4.063310274314604,0.045046237339989116
cnv_depth__IBNLCO_03928__IBNLCO_03928__gene__promoter,4.062309599211842,0.045072428710130445
cnv_depth__IBNLCO_02421__IBNLCO_02421__gene,4.06049174629279,0.04512004998683147
cnv_depth__IBNLCO_00615__Major__CDS__promoter,4.053893829757513,0.045293340865799475
cnv_depth__IBNLCO_01369__IBNLCO_01369__gene,4.053293721703669,0.04530913739013642
cnv_depth__IBNLCO_01853__HTH__CDS__promoter,4.048675786145981,0.04543089011999309
cnv_depth__IBNLCO_00874__DUF192__CDS__promoter,4.035882196833414,0.0457700122116182
cnv_depth__IBNLCO_04083__macB__gene__promoter,4.034880524149609,0.04579667690140642
cnv_depth__IBNLCO_02045__Two-component__CDS__promoter,4.034592988623527,0.04580433418916247
cnv_depth__IBNLCO_01475__Bcj11__gene__promoter,4.032079996672848,0.04587131492320006
cnv_depth__IBNLCO_00698__IBNLCO_00698__gene,4.031496629635544,0.04588687872262539
cnv_depth__IBNLCO_04967__IBNLCO_04967__gene,4.030793686549897,0.04590564016860782
cnv_depth__IBNLCO_02754__hypothetical__CDS,4.029032792233,0.0459526739285732
cnv_depth__IBNLCO_04838__IBNLCO_04838__gene__promoter,4.023878430744379,0.046090641959588154
cnv_depth__IBNLCO_02456__Acyl-CoA__CDS,4.020734893554005,0.04617500158737947
cnv_depth__IBNLCO_01304__IBNLCO_01304__gene__promoter,4.020202490170041,0.046189305331665556
cnv_depth__IBNLCO_01128__Transmembrane__CDS,4.013744227950142,0.04636319048807111
cnv_depth__IBNLCO_05173__Polysaccharide__CDS__promoter,4.012487065082891,0.046397119646237724
cnv_depth__IBNLCO_04873__gnl|Bakta|IBNLCO_04873__CDS__promoter,4.010415494766526,0.046453086107392405
cnv_depth__IBNLCO_05820__IBNLCO_05820__gene__promoter,4.007849451578024,0.046522510874165375
cnv_depth__IBNLCO_01045__IBNLCO_01045__gene,4.004192486780759,0.04662164117753422
cnv_depth__IBNLCO_02326__IBNLCO_02326__gene,4.003778818928498,0.04663286869368361
cnv_depth__IBNLCO_04416__Major__CDS__promoter,4.003443016617804,0.04664198494306747
cnv_depth__IBNLCO_04753__Antibiotic__CDS,4.001361083787995,0.04669854681914203
cnv_depth__IBNLCO_01914__RNA__CDS,4.001188159003859,0.04670324810870456
cnv_depth__IBNLCO_02506__hypothetical__CDS__promoter,4.000283007149306,0.046727864588112476
cnv_depth__IBNLCO_04472__mprA__gene__promoter,3.996238613943777,0.04683802422883361
cnv_depth__IBNLCO_04208__IBNLCO_04208__gene__promoter,3.9957856615480276,0.046850378737241447
cnv_depth__IBNLCO_04074__IBNLCO_04074__gene__promoter,3.992964682830551,0.04692740031964452
cnv_depth__IBNLCO_00363__IBNLCO_00363__gene__promoter,3.987195452660806,0.047085337529172336
cnv_depth__IBNLCO_00940__Periplasmic__CDS__promoter,3.9862191000098357,0.0471121217655367
cnv_depth__IBNLCO_00559__IBNLCO_00559__gene,3.9858741785600267,0.04712158784784576
cnv_depth__IBNLCO_04847__Sarcosine__CDS__promoter,3.9830673071156446,0.047198695262417184
cnv_depth__IBNLCO_04535__Metabolite__CDS__promoter,3.9814113034805105,0.04724425010786621
cnv_depth__IBNLCO_05698__IBNLCO_05698__gene,3.9811102623176584,0.04725253643664842
cnv_depth__IBNLCO_02931__IBNLCO_02931__gene,3.9810268059687517,0.047254833893336276
cnv_depth__IBNLCO_03922__IBNLCO_03922__gene__promoter,3.979455268842801,0.047298118656206985
cnv_depth__IBNLCO_05263__Respiratory__CDS__promoter,3.978183411976289,0.04733318018096177
cnv_depth__IBNLCO_00861__IBNLCO_00861__gene__promoter,3.976637102766337,0.04737584478461392
cnv_depth__IBNLCO_05720__hypothetical__CDS__promoter,3.9745031912266806,0.04743478918124241
cnv_depth__IBNLCO_03645__IBNLCO_03645__gene__promoter,3.965436879477375,0.04768609542644248
cnv_depth__IBNLCO_00997__Histidine__CDS__promoter,3.96534097009627,0.04768876145842808
cnv_depth__IBNLCO_05135__IBNLCO_05135__gene,3.961147949922459,0.04780547151764562
cnv_depth__IBNLCO_04174__IBNLCO_04174__gene,3.9598432580142804,0.04784184868065559
cnv_depth__IBNLCO_03795__FAD/NAD(P)-binding__CDS,3.957236349842315,0.047914622127990046
cnv_depth__IBNLCO_03911__hypothetical__CDS,3.956579465309085,0.04793297801604915
cnv_depth__IBNLCO_02470__IBNLCO_02470__gene__promoter,3.951941249039281,0.04806280056948376
cnv_depth__IBNLCO_02779__wcbL__gene__promoter,3.9517474631364773,0.048068232717106606
cnv_depth__IBNLCO_00998__Histidine/lysine/arginine/ornithine__CDS,3.947390235376002,0.04819054566698264
cnv_depth__IBNLCO_02349__ABC__CDS__promoter,3.937349034766138,0.048473676553869784
cnv_depth__IBNLCO_01095__hypothetical__CDS__promoter,3.9355220907947523,0.048525380628542614
cnv_depth__IBNLCO_03335__IBNLCO_03335__gene__promoter,3.931894399434277,0.048628221294325
cnv_depth__IBNLCO_00497__IBNLCO_00497__gene__promoter,3.930464012370371,0.04866883472162475
cnv_depth__IBNLCO_00505__IBNLCO_00505__gene__promoter,3.9291050111678554,0.048707454682693475
cnv_depth__IBNLCO_02966__IBNLCO_02966__gene__promoter,3.920167150315938,0.048962263312822434
cnv_depth__IBNLCO_02511__OmpA-like__CDS,3.916430995949741,0.04906919681477901
cnv_depth__IBNLCO_02035__IBNLCO_02035__gene,3.9144852775989,0.049124984096834676
cnv_depth__IBNLCO_03597__IBNLCO_03597__gene,3.9120748739689053,0.04919418832343279
cnv_depth__IBNLCO_01078__Glutamyl-Q__CDS__promoter,3.909517773029527,0.04926771770022909
cnv_depth__IBNLCO_00907__N-acetyltransferase__CDS__promoter,3.9090690599033713,0.04928063248865593
cnv_depth__IBNLCO_04263__3-oxoacyl-[acyl-carrier-protein]__CDS,3.9084650343648195,0.04929802314095725
cnv_depth__IBNLCO_04238__hypothetical__CDS,3.9059306437624004,0.04937106261945141
cnv_depth__IBNLCO_01214__IBNLCO_01214__gene,3.901490449710477,0.04949930378268457
cnv_depth__IBNLCO_02477__N-acetyltransferase__CDS,3.900347616664338,0.04953236826749879
cnv_depth__IBNLCO_01522__Ribosome-binding__CDS,3.896159076683982,0.04965375228681211
cnv_depth__IBNLCO_02369__IBNLCO_02369__gene,3.896005715061027,0.049658202713622084
cnv_depth__IBNLCO_02359__Ubiquinol__CDS,3.891207308322715,0.04979766310732652
cnv_depth__IBNLCO_04190__3-oxoacyl-[acyl-carrier-protein]__CDS__promoter,3.890740429441921,0.0498112546580203
cnv_depth__IBNLCO_04306__hypothetical__CDS,3.890638044729058,0.049814235759677236
cnv_depth__IBNLCO_05011__bicA__gene__promoter,3.88790527587488,0.04989387508817443
cnv_depth__IBNLCO_03285__IBNLCO_03285__gene,3.887329718854221,0.04991066544435024
cnv_depth__IBNLCO_04721__NADPH-dependent__CDS__promoter,3.883628960917424,0.05001876902488739
cnv_depth__IBNLCO_03298__flhB__gene__promoter,3.8824219186326707,0.05005408205107773
cnv_depth__IBNLCO_04457__IBNLCO_04457__gene__promoter,3.879497899007326,0.050139736722594745
cnv_depth__IBNLCO_03937__Chlorhexidine__CDS__promoter,3.8774196963905294,0.050200709321241224
cnv_depth__IBNLCO_04045__IBNLCO_04045__gene,3.8767542942900346,0.050220248297736254
cnv_depth__IBNLCO_02307__IBNLCO_02307__gene__promoter,3.8764936841947986,0.050227903101315856
cnv_depth__IBNLCO_00777__IBNLCO_00777__gene,3.8762976392604913,0.050233662274942824
cnv_depth__IBNLCO_01075__gnl|Bakta|IBNLCO_01075__CDS__promoter,3.87527592591894,0.05026368832747537
cnv_depth__IBNLCO_05341__YCII-related__CDS__promoter,3.8751353339435393,0.050267821531378945
cnv_depth__IBNLCO_00765__IBNLCO_00765__gene__promoter,3.8738561544914196,0.05030544421133943
cnv_depth__IBNLCO_04871__hypothetical__CDS__promoter,3.87249621138139,0.05034547515320395
cnv_depth__IBNLCO_01964__IBNLCO_01964__gene__promoter,3.8706078077593014,0.05040111797192276
cnv_depth__IBNLCO_03539__IBNLCO_03539__gene__promoter,3.8679684748729004,0.050478997043709256
cnv_depth__IBNLCO_05354__Acyl-CoA__CDS__promoter,3.8665274761326005,0.05052157080314513
cnv_depth__IBNLCO_01356__IBNLCO_01356__gene__promoter,3.865606076807983,0.050548813231072943
cnv_depth__IBNLCO_02727__IBNLCO_02727__gene__promoter,3.8608716881752976,0.050689038751845224
cnv_depth__IBNLCO_00888__IBNLCO_00888__gene__promoter,3.8596464263037675,0.050725396604359006
cnv_depth__IBNLCO_04326__IBNLCO_04326__gene__promoter,3.859565474579751,0.05072779970598548
cnv_depth__IBNLCO_02267__IBNLCO_02267__gene,3.857068233099403,0.050801991435365776
cnv_depth__IBNLCO_02444__Sodium:proton__CDS__promoter,3.8545773040184987,0.05087611074589633
cnv_depth__IBNLCO_00775__IBNLCO_00775__gene,3.85334510622122,0.050912818204468614
cnv_depth__IBNLCO_05760__IBNLCO_05760__gene,3.847425100381259,0.051089570258409
cnv_depth__IBNLCO_04468__IBNLCO_04468__gene,3.8451025153948453,0.051159093459459015
cnv_depth__IBNLCO_00609__IBNLCO_00609__gene,3.8423109608015893,0.051242787950605995
cnv_depth__IBNLCO_04807__IBNLCO_04807__gene__promoter,3.8415305622732037,0.05126621140413854
cnv_depth__IBNLCO_00770__IBNLCO_00770__gene,3.837002223036578,0.05140235358792735
cnv_depth__IBNLCO_05812__Metalloprotease__CDS,3.833302824176674,0.05151385994028275
cnv_depth__IBNLCO_01921__DNA-directed__CDS__promoter,3.8301988876397126,0.05160761683432779
cnv_depth__IBNLCO_02118__IBNLCO_02118__gene__promoter,3.8270425350528265,0.051703143456390835
cnv_depth__IBNLCO_00425__IBNLCO_00425__gene__promoter,3.8192993533648703,0.05193828883780484
cnv_depth__IBNLCO_05396__IBNLCO_05396__gene,3.818181468856227,0.05197233084632149
cnv_depth__IBNLCO_02713__EamA__CDS__promoter,3.8175260003583005,0.05199230234176143
cnv_depth__IBNLCO_01517__IBNLCO_01517__gene,3.8171904130136247,0.05200253053116019
cnv_depth__IBNLCO_04551__IBNLCO_04551__gene__promoter,3.811857166682277,0.05216536788989248
cnv_depth__IBNLCO_05342__gnl|Bakta|IBNLCO_05342__CDS__promoter,3.8109960299957346,0.05219171146561621
cnv_depth__IBNLCO_01387__IBNLCO_01387__gene,3.810541572160897,0.05220561978768704
cnv_depth__IBNLCO_01923__IBNLCO_01923__gene,3.808879147559224,0.0522565306415151
cnv_depth__IBNLCO_02544__IBNLCO_02544__gene,3.805563235307912,0.05235823677499997
cnv_depth__IBNLCO_01727__IBNLCO_01727__gene,3.8028701957125683,0.05244099333936698
cnv_depth__IBNLCO_03114__XRE__CDS__promoter,3.7991905159090793,0.05255429465507476
cnv_depth__IBNLCO_04012__IBNLCO_04012__gene__promoter,3.798210682687949,0.05258450875531759
cnv_depth__IBNLCO_01512__DUF4224__CDS,3.7945489232942347,0.052697586656394776
cnv_depth__IBNLCO_05648__Succinyl-CoA--L-malate__CDS__promoter,3.7870448394095706,0.05293012931420427
cnv_depth__IBNLCO_02964__IBNLCO_02964__gene__promoter,3.781962687395139,0.05308824049708022
cnv_depth__IBNLCO_01371__hypothetical__CDS,3.7796435975055536,0.053160557153966295
cnv_depth__IBNLCO_02874__tRNA-specific__CDS__promoter,3.778103459688647,0.05320864163751519
cnv_depth__IBNLCO_02796__IBNLCO_02796__gene,3.777075055527937,0.05324077516441161
cnv_depth__IBNLCO_04812__gnl|Bakta|IBNLCO_04812__CDS__promoter,3.776004344896507,0.05327425259308624
cnv_depth__IBNLCO_03861__Calcineurin-like__CDS,3.7749764986958367,0.05330641092121341
cnv_depth__IBNLCO_02925__LPS-assembly__CDS,3.770792811887794,0.05343752017086634
cnv_depth__IBNLCO_02747__tolB__gene__promoter,3.7683721054184125,0.05351353782957437
cnv_depth__IBNLCO_04103__hypothetical__CDS,3.7633579300586213,0.05367136562098193
cnv_depth__IBNLCO_00167__IBNLCO_00167__gene,3.7628936648586047,0.053686004079187354
cnv_depth__IBNLCO_00334__ybaK__gene,3.762809415856186,0.05368866093883623
cnv_depth__IBNLCO_04883__Hypersensitivity__CDS__promoter,3.761420897087812,0.05373246920201554
cnv_depth__IBNLCO_00605__Acyl__CDS__promoter,3.7607897119033287,0.053752395927113804
cnv_depth__IBNLCO_02192__SAM-dependent__CDS__promoter,3.760062611881568,0.053775360488334194
cnv_depth__IBNLCO_04982__tssE__gene__promoter,3.7592431794799865,0.05380125380110096
cnv_depth__IBNLCO_00782__IBNLCO_00782__gene,3.759041953810738,0.05380761438200734
cnv_depth__IBNLCO_05322__D-inositol-3-phosphate__CDS__promoter,3.756639104119392,0.053883628543312655
cnv_depth__IBNLCO_05695__Porin__CDS__promoter,3.756249807697238,0.0538959547191953
cnv_depth__IBNLCO_00869__IBNLCO_00869__gene,3.7554872935267265,0.053920106695448826
cnv_depth__IBNLCO_01066__Endonuclease__CDS__promoter,3.7509323293170262,0.05406462200231796
cnv_depth__IBNLCO_03739__IBNLCO_03739__gene,3.748703203344539,0.05413549604155054
cnv_depth__IBNLCO_02680__IBNLCO_02680__gene,3.7483527349365744,0.05414664804084137
cnv_depth__IBNLCO_02558__Guanylate__CDS__promoter,3.7474092934653447,0.05417668078786206
cnv_depth__IBNLCO_02380__IBNLCO_02380__gene,3.7460755194161504,0.054219169399547164
cnv_depth__IBNLCO_01465__HTH__CDS__promoter,3.7429998491835765,0.05431728335172339
cnv_depth__IBNLCO_01927__IBNLCO_01927__gene__promoter,3.739815220805965,0.05441907278451874
cnv_depth__IBNLCO_00626__IBNLCO_00626__gene,3.7348608092412534,0.054577834309944916
cnv_depth__IBNLCO_04619__Nitrate__CDS__promoter,3.727515030950529,0.05481413660455941
cnv_depth__IBNLCO_02850__recG__gene__promoter,3.726786050724983,0.05483764627328634
cnv_depth__IBNLCO_05801__IBNLCO_05801__gene,3.7260307239110317,0.05486201697818625
cnv_depth__IBNLCO_01364__IBNLCO_01364__gene__promoter,3.724406162387131,0.05491447283085658
cnv_depth__IBNLCO_04414__lysR__gene__promoter,3.7242752231226737,0.0549187030912827
cnv_depth__IBNLCO_04027__L-carnitine__CDS,3.7227595891398653,0.05496769407439175
cnv_depth__IBNLCO_04867__ATP/GTP__CDS,3.7204422217867834,0.055042690333223565
cnv_depth__IBNLCO_02960__HTH-type__CDS__promoter,3.7194812212799624,0.05507382294504376
cnv_depth__IBNLCO_00135__hypothetical__CDS,3.7193922369026864,0.055076706637588686
cnv_depth__IBNLCO_02710__IBNLCO_02710__gene,3.7153752827614066,0.055207051054542676
cnv_depth__IBNLCO_02975__Thiol__CDS__promoter,3.7138525654285854,0.05525654712575603
cnv_depth__IBNLCO_01177__MaoC-like__CDS,3.7120600755270723,0.05531487291717682
cnv_depth__IBNLCO_00671__IBNLCO_00671__gene,3.7090965882513016,0.05541144603165956
cnv_depth__IBNLCO_01748__RNA__CDS__promoter,3.707791824410118,0.055454022313947166
cnv_depth__IBNLCO_03511__IBNLCO_03511__gene__promoter,3.707699104756306,0.055457049216331954
cnv_depth__IBNLCO_03971__CDP-alcohol__CDS,3.7027914257974923,0.055617516217884015
cnv_depth__IBNLCO_04632__IBNLCO_04632__gene__promoter,3.702537679872899,0.05562582645405639
cnv_depth__IBNLCO_02128__IBNLCO_02128__gene,3.6983636983337798,0.055762715824822645
cnv_depth__IBNLCO_03422__LysR__CDS,3.6964921868029883,0.05582421049527889
cnv_depth__IBNLCO_04346__IBNLCO_04346__gene,3.693768589786971,0.05591383271466444
cnv_depth__IBNLCO_04211__IBNLCO_04211__gene,3.6932135016401624,0.05593211720136669
cnv_depth__IBNLCO_02765__araC__gene,3.6908927669837976,0.05600863092958653
cnv_depth__IBNLCO_01145__IBNLCO_01145__gene,3.6904947408637403,0.056021764929005534
cnv_depth__IBNLCO_04087__gnl|Bakta|IBNLCO_04087__CDS,3.689686008854748,0.05604846147025892
cnv_depth__IBNLCO_01682__Carboxylesterase__CDS__promoter,3.6895235919922045,0.056053824549597064
cnv_depth__IBNLCO_05353__Aminoglycoside__CDS__promoter,3.6889329501444497,0.05607333243778195
cnv_depth__IBNLCO_02353__IBNLCO_02353__gene__promoter,3.6887406567189887,0.056079685125391125
cnv_depth__IBNLCO_05136__IBNLCO_05136__gene,3.6849439764652114,0.056205271495995815
cnv_depth__IBNLCO_04455__IBNLCO_04455__gene__promoter,3.6845621901527545,0.05621791682152461
cnv_depth__IBNLCO_04810__hypothetical__CDS,3.682664772479329,0.05628080720972176
cnv_depth__IBNLCO_04061__Peptidase__CDS,3.6811446385048696,0.05633124668150069
cnv_depth__IBNLCO_03289__Dienelactone__CDS,3.6793224407284963,0.05639177258583737
cnv_depth__IBNLCO_04889__Secretion-associated__CDS__promoter,3.6782387160323373,0.05642780241352361
cnv_depth__IBNLCO_03004__8-oxo-dGTP__CDS,3.676011176075931,0.056501937139902765
cnv_depth__IBNLCO_05091__IBNLCO_05091__gene,3.6750997422765534,0.05653230056084028
cnv_depth__IBNLCO_04679__Peptidoglycan__CDS__promoter,3.667314303947365,0.056792375842953366
cnv_depth__IBNLCO_05644__gnl|Bakta|IBNLCO_05644__CDS__promoter,3.663160020153622,0.05693167421165452
cnv_depth__IBNLCO_03565__DNA-binding__CDS__promoter,3.6616529126534076,0.05698229968250123
cnv_depth__IBNLCO_03015__UDP-N-acetylmuramate--L-alanine__CDS__promoter,3.6610635049645044,0.057002111653887445
cnv_depth__IBNLCO_02518__Formate__CDS,3.6587741342641027,0.0570791349788737
cnv_depth__IBNLCO_00790__efflux__CDS__promoter,3.6584234165766905,0.05709094431067338
cnv_depth__IBNLCO_00700__lysR__gene__promoter,3.6566794254889823,0.05714970661629018
cnv_depth__IBNLCO_02301__trnV__gene,3.6551868154493055,0.05720005021232652
cnv_depth__IBNLCO_00339__IBNLCO_00339__gene,3.654224315344613,0.05723253910846535
cnv_depth__IBNLCO_02725__IBNLCO_02725__gene__promoter,3.653619122463986,0.05725297731272484
cnv_depth__IBNLCO_04874__Flagellar__CDS,3.653207351337734,0.057266887857336225
cnv_depth__IBNLCO_05702__hypothetical__CDS__promoter,3.651767776785115,0.05731554830023757
cnv_depth__IBNLCO_01160__NADH-quinone__CDS__promoter,3.6514177201561395,0.05732738758276756
cnv_depth__IBNLCO_02247__Regulatory__CDS__promoter,3.6448228291771945,0.05755092318401717
cnv_depth__IBNLCO_05510__prnD__gene,3.641007370385558,0.05768067472556399
cnv_depth__IBNLCO_02402__trnG__gene,3.639327827991805,0.05773788973909437
cnv_depth__IBNLCO_04161__IBNLCO_04161__gene__promoter,3.6392846151890264,0.057739362620114046
cnv_depth__IBNLCO_00324__IBNLCO_00324__gene,3.63473293987958,0.057894728899804175
cnv_depth__IBNLCO_03654__IBNLCO_03654__gene,3.6336670538790594,0.05793117630006209
cnv_depth__IBNLCO_04032__IBNLCO_04032__gene__promoter,3.6313645327017494,0.05800999359308464
cnv_depth__IBNLCO_00153__IBNLCO_00153__gene__promoter,3.630878044620987,0.05802666117724064
cnv_depth__IBNLCO_01715__DUF3562__CDS__promoter,3.63054944310243,0.05803792230386983
cnv_depth__IBNLCO_00678__IBNLCO_00678__gene__promoter,3.621478832059891,0.05834969579816281
cnv_depth__IBNLCO_02414__IBNLCO_02414__gene,3.6186220680187198,0.058448258727470816
cnv_depth__IBNLCO_03921__FAD-dependent__CDS,3.6114668535667325,0.05869590795337341
cnv_depth__IBNLCO_04426__EmrB/QacA__CDS,3.611224988960756,0.058704298730930755
cnv_depth__IBNLCO_02861__Paraquat-inducible__CDS__promoter,3.6080536081515646,0.05881443928250968
cnv_depth__IBNLCO_00400__Sel1__CDS__promoter,3.6067860745309863,0.05885852197709414
cnv_depth__IBNLCO_04836__IBNLCO_04836__gene__promoter,3.6054121777136974,0.05890634375422825
cnv_depth__IBNLCO_00827__IBNLCO_00827__gene__promoter,3.60502364154375,0.05891987523170069
cnv_depth__IBNLCO_02892__yfcG__gene,3.6029056851635146,0.05899369543941568
cnv_depth__IBNLCO_01162__IBNLCO_01162__gene__promoter,3.5951920873259713,0.05926338680663934
cnv_depth__IBNLCO_04941__PepSY__CDS__promoter,3.591132709796359,0.059405845162825884
cnv_depth__IBNLCO_05414__MBL__CDS,3.584956725063321,0.059623286809855465
cnv_depth__IBNLCO_00128__hypothetical__CDS,3.5820984582517124,0.05972420793309399
cnv_depth__IBNLCO_02022__IBNLCO_02022__gene,3.5785169677643944,0.05985092334068511
cnv_depth__IBNLCO_03050__IBNLCO_03050__gene__promoter,3.5768455415963176,0.059910157988941025
cnv_depth__IBNLCO_00940__IBNLCO_00940__gene,3.5722096461468804,0.06007478108992949
cnv_depth__IBNLCO_04198__IBNLCO_04198__gene,3.5689414608801027,0.06019112728780294
cnv_depth__IBNLCO_00553__hypothetical__CDS,3.567056070916882,0.060258356265930534
cnv_depth__IBNLCO_01094__IBNLCO_01094__gene,3.5635106718521468,0.06038499561779689
cnv_depth__IBNLCO_02757__gnl|Bakta|IBNLCO_02757__CDS__promoter,3.5613828462997628,0.06046113707971638
cnv_depth__IBNLCO_05503__hypothetical__CDS,3.5593579805325835,0.0605336898014547
cnv_depth__IBNLCO_04364__hypothetical__CDS__promoter,3.552971659954379,0.06076312913271012
cnv_depth__IBNLCO_05399__Transcriptional__CDS__promoter,3.5516622702774026,0.06081028620108015
cnv_depth__IBNLCO_04448__D-ala-D-ala__CDS,3.5491474941518635,0.06090096475985395
cnv_depth__IBNLCO_02804__IBNLCO_02804__gene__promoter,3.5491215639006586,0.06090190051528623
cnv_depth__IBNLCO_01278__SHSP__CDS,3.549054779448319,0.06090431066371387
cnv_depth__IBNLCO_03543__Type__CDS__promoter,3.5483970911603593,0.060928051086760866
