cnv_feature,spearman_r,p_value,p_value_adj,cohens_d,significant_fdr
cnv_depth__IBNLCO_05384__Anthranilate__CDS__promoter,-0.17528305609867606,0.009021444758490446,,-0.42234598543056384,True
cnv_depth__IBNLCO_00713__IBNLCO_00713__gene,0.17528305609867606,0.009021444758490446,,0.3206700586837785,True
cnv_depth__IBNLCO_01410__histidine__CDS__promoter,-0.17528305609867606,0.009021444758490446,,-0.38042146566666374,True
cnv_depth__IBNLCO_02822__gnl|Bakta|IBNLCO_02822__CDS__promoter,0.17514078089080376,0.009078402168432023,,0.290096129745987,True
cnv_depth__IBNLCO_04166__IBNLCO_04166__gene,0.17514078089080376,0.009078402168432023,,0.10647413601358287,True
cnv_depth__IBNLCO_00554__IBNLCO_00554__gene,0.17510353718049845,0.009093364599408658,,0.3166214304206145,True
cnv_depth__IBNLCO_03101__clpB__gene__promoter,0.17499850568293146,0.009135678195021622,,0.34515447992527126,True
cnv_depth__IBNLCO_01739__IBNLCO_01739__gene__promoter,-0.17499850568293146,0.009135678195021622,,-0.3536143770889015,True
cnv_depth__IBNLCO_02811__IBNLCO_02811__gene__promoter,0.17499850568293146,0.009135678195021622,,0.30400058985536077,True
cnv_depth__IBNLCO_01335__L-ornithine__CDS,-0.17485623047505916,0.009193274343084335,,-0.2295107534045025,True
cnv_depth__IBNLCO_02032__Exported__CDS__promoter,0.17485623047505916,0.009193274343084335,,0.1607472967082628,True
cnv_depth__IBNLCO_05549__IBNLCO_05549__gene,0.17485623047505916,0.009193274343084335,,0.16901563357769817,True
cnv_depth__IBNLCO_03004__8-oxo-dGTP__CDS__promoter,0.17471395526718686,0.009251192122804609,,0.32776227653150786,True
cnv_depth__IBNLCO_02512__Ubiquinone__CDS,0.17471395526718686,0.009251192122804609,,0.3331530045994504,True
cnv_depth__IBNLCO_01559__gnl|Bakta|IBNLCO_01559__CDS__promoter,0.17471395526718686,0.009251192122804609,,0.3069412697275348,True
cnv_depth__IBNLCO_00620__IBNLCO_00620__gene__promoter,0.17471395526718686,0.009251192122804609,,0.31381748579807606,True
cnv_depth__IBNLCO_04338__IBNLCO_04338__gene__promoter,-0.17457168005931456,0.009309433049735095,,-0.31002967522209046,True
cnv_depth__IBNLCO_04304__gnl|Bakta|IBNLCO_04304__CDS__promoter,0.17457168005931456,0.009309433049735095,,0.02524806381799818,True
cnv_depth__IBNLCO_03325__protein__CDS__promoter,0.17442940485144226,0.009367998644805371,,0.3445719274543465,True
cnv_depth__IBNLCO_00702__IBNLCO_00702__gene__promoter,-0.17442940485144226,0.009367998644805371,,-0.3059565143514784,True
cnv_depth__IBNLCO_04251__IBNLCO_04251__gene,-0.17442940485144226,0.009367998644805371,,-0.09827463979846932,True
cnv_depth__IBNLCO_00940__Periplasmic__CDS__promoter,-0.17442940485144226,0.009367998644805371,,-0.2676121824696939,True
cnv_depth__IBNLCO_02038__IBNLCO_02038__gene__promoter,0.17428712964356993,0.009426890434330365,,0.20028460544766846,True
cnv_depth__IBNLCO_01079__IBNLCO_01079__gene,-0.17428712964356993,0.009426890434330365,,-0.23092304474222075,True
cnv_depth__IBNLCO_02413__IBNLCO_02413__gene__promoter,0.17428712964356993,0.009426890434330365,,0.3159963892116321,True
cnv_depth__IBNLCO_04248__Trans-feruloyl-CoA__CDS__promoter,0.17428712964356993,0.009426890434330365,,0.1724304983417556,True
cnv_depth__IBNLCO_04008__4-vinyl__CDS__promoter,0.17414485443569766,0.009486109950019054,,0.24774611869125854,True
cnv_depth__IBNLCO_02448__tRNA-Asn(gtt)__tRNA,0.17414485443569766,0.009486109950019054,,0.29762174117586315,True
cnv_depth__IBNLCO_02747__tolB__gene__promoter,0.17414485443569766,0.009486109950019054,,0.25973882211398663,True
cnv_depth__IBNLCO_05595__IBNLCO_05595__gene,-0.17414485443569766,0.009486109950019054,,-0.2905145192491902,True
cnv_depth__IBNLCO_00890__IBNLCO_00890__gene__promoter,-0.17414485443569766,0.009486109950019054,,-0.40782875538336233,True
cnv_depth__IBNLCO_04044__IBNLCO_04044__gene__promoter,-0.17414485443569766,0.009486109950019054,,-0.2446064207628146,True
cnv_depth__IBNLCO_00954__Cobalamin__CDS,-0.17400257922782536,0.009545658728983043,,-0.29381314933450225,True
cnv_depth__IBNLCO_02358__IBNLCO_02358__gene__promoter,0.17400257922782536,0.009545658728983043,,0.3448757016334645,True
cnv_depth__IBNLCO_03670__DUF4087__CDS,0.17400257922782536,0.009545658728983043,,0.12133396574248309,True
cnv_depth__IBNLCO_04053__Iron__CDS,-0.17400257922782536,0.009545658728983043,,-0.28837823139471314,True
cnv_depth__IBNLCO_05324__D-inositol-3-phosphate__CDS__promoter,0.17386030401995306,0.009605538313744862,,0.34250322946172307,True
cnv_depth__IBNLCO_00496__IBNLCO_00496__gene,0.17386030401995306,0.009605538313744862,,0.35536009769073795,True
cnv_depth__IBNLCO_02315__IBNLCO_02315__gene,0.17386030401995306,0.009605538313744862,,0.22804372991438887,True
cnv_depth__IBNLCO_02890__IBNLCO_02890__gene__promoter,0.17371802881208073,0.009665750252246525,,0.23968877105534728,True
cnv_depth__IBNLCO_01660__Extracytoplasmic-function__CDS__promoter,-0.17357575360420843,0.009726296097857775,,-0.33506078193618694,True
cnv_depth__IBNLCO_02067__hypothetical__CDS__promoter,-0.17343347839633616,0.009787177409384468,,-0.3604092482072077,True
cnv_depth__IBNLCO_02596__IBNLCO_02596__gene__promoter,-0.17343347839633616,0.009787177409384468,,-0.19296639694452808,True
cnv_depth__IBNLCO_02529__Xanthine__CDS,-0.17343347839633616,0.009787177409384468,,-0.3540605558152125,True
cnv_depth__IBNLCO_05628__IBNLCO_05628__gene__promoter,-0.17314892798059153,0.00990995269263771,,-0.31541065232159465,True
cnv_depth__IBNLCO_02862__Intermembrane__CDS__promoter,0.17314892798059153,0.00990995269263771,,0.3528434601017506,True
cnv_depth__IBNLCO_00424__Cation/acetate__CDS,0.17314892798059153,0.00990995269263771,,0.3909617509951634,True
cnv_depth__IBNLCO_02265__IBNLCO_02265__gene,-0.17314892798059153,0.00990995269263771,,-0.38444456890745243,True
cnv_depth__IBNLCO_03511__IBNLCO_03511__gene,0.17312777076182706,0.009919135613310013,,0.3546854564530271,True
cnv_depth__IBNLCO_02575__N-acetyltransferase__CDS__promoter,0.17300665277271923,0.009971849809230486,,0.2267899555711044,True
cnv_depth__IBNLCO_05062__IBNLCO_05062__gene__promoter,-0.17300665277271923,0.009971849809230486,,-0.17743806880485988,True
cnv_depth__IBNLCO_04395__IBNLCO_04395__gene,-0.17300665277271923,0.009971849809230486,,-0.3481043710870576,True
cnv_depth__IBNLCO_03080__Heat__CDS__promoter,0.17286437756484696,0.010034088681487459,,0.20658157319985393,True
cnv_depth__IBNLCO_04895__gnl|Bakta|IBNLCO_04895__CDS,-0.17286437756484696,0.010034088681487459,,-0.20039094471609245,True
cnv_depth__IBNLCO_02326__4'-phosphopantetheinyl__CDS__promoter,0.17286437756484696,0.010034088681487459,,0.38579554840517005,True
cnv_depth__IBNLCO_05605__IBNLCO_05605__gene,0.17272210235697463,0.01009667089551775,,0.2745782082232167,True
cnv_depth__IBNLCO_03763__fkbH__gene__promoter,-0.17272210235697463,0.01009667089551775,,-0.2960443984861581,True
cnv_depth__IBNLCO_02282__IBNLCO_02282__gene__promoter,-0.17257982714910233,0.010159598042915281,,-0.31174368417796516,True
cnv_depth__IBNLCO_04034__Leucine-binding__CDS,0.17257982714910233,0.010159598042915281,,0.160967753653438,True
cnv_depth__IBNLCO_05749__Cellulose__CDS,0.17257982714910233,0.010159598042915281,,0.17668915455446574,True
cnv_depth__IBNLCO_00556__IBNLCO_00556__gene,0.1725277271009381,0.010182728061245185,,0.30854977549078333,True
cnv_depth__IBNLCO_03917__RND__CDS,0.17243755194123003,0.010222871720766745,,0.3520561817252097,True
cnv_depth__IBNLCO_02837__phnI__gene__promoter,-0.17243755194123003,0.010222871720766745,,-0.34420926384158346,True
cnv_depth__IBNLCO_02334__gnl|Bakta|IBNLCO_02334__CDS,-0.17229527673335773,0.01028649353165942,,-0.23513134394136215,True
cnv_depth__IBNLCO_02469__Molybdenum__CDS,-0.17229527673335773,0.01028649353165942,,-0.15429983735931566,True
cnv_depth__IBNLCO_03063__hypothetical__CDS,0.17229527673335773,0.01028649353165942,,0.3097025431718263,True
cnv_depth__IBNLCO_04011__Electron__CDS__promoter,-0.17229527673335773,0.01028649353165942,,-0.29741953924309056,True
cnv_depth__IBNLCO_00992__IBNLCO_00992__gene__promoter,-0.17229527673335773,0.01028649353165942,,-0.08233418059205115,True
cnv_depth__IBNLCO_02174__PXPV__CDS__promoter,-0.17229527673335773,0.01028649353165942,,-0.2971657777407178,True
cnv_depth__IBNLCO_02839__phnG__gene,-0.17215300152548543,0.010350465083689085,,-0.28571964437920805,True
cnv_depth__IBNLCO_04475__IBNLCO_04475__gene__promoter,-0.17215300152548543,0.010350465083689085,,-0.3460537741157027,True
cnv_depth__IBNLCO_04068__IBNLCO_04068__gene__promoter,0.17201072631761313,0.010414787990467621,,0.2800611378705462,True
cnv_depth__IBNLCO_04352__IBNLCO_04352__gene__promoter,0.17201072631761313,0.010414787990467621,,0.3734275126835038,True
cnv_depth__IBNLCO_03670__IBNLCO_03670__gene__promoter,0.17201072631761313,0.010414787990467621,,0.2736061672719585,True
cnv_depth__IBNLCO_02597__IBNLCO_02597__gene__promoter,-0.17201072631761313,0.010414787990467621,,-0.3562853793020561,True
cnv_depth__IBNLCO_05561__cdiA-2__gene,0.17186845110974083,0.010479463871130874,,-0.1186201488454809,True
cnv_depth__IBNLCO_01079__tRNA__CDS__promoter,0.17186845110974083,0.010479463871130874,,0.35891393193562293,True
cnv_depth__IBNLCO_00934__IBNLCO_00934__gene__promoter,-0.17186845110974083,0.010479463871130874,,-0.32763194383543237,True
cnv_depth__IBNLCO_04334__IBNLCO_04334__gene,-0.1717261759018685,0.010544494350346234,,-0.3386519698356113,True
cnv_depth__IBNLCO_00907__N-acetyltransferase__CDS__promoter,-0.17158390069399623,0.010609881058320118,,-0.2677297678317142,True
cnv_depth__IBNLCO_00957__Oxidoreductase__CDS__promoter,0.17158390069399623,0.010609881058320118,,0.2868325266085427,True
cnv_depth__IBNLCO_00409__serine-type__CDS__promoter,0.17158390069399623,0.010609881058320118,,0.37730921687900476,True
cnv_depth__IBNLCO_01030__DUF2306__CDS,0.17158390069399623,0.010609881058320118,,0.16969946779357492,True
cnv_depth__IBNLCO_02044__BTH_s19__gene__promoter,-0.17144162548612393,0.010675625630805704,,-0.37205126095623364,True
cnv_depth__IBNLCO_00671__IBNLCO_00671__gene,0.17144162548612393,0.010675625630805704,,0.25983841836447275,True
cnv_depth__IBNLCO_04785__IBNLCO_04785__gene__promoter,-0.17144162548612393,0.010675625630805704,,-0.3183491643827563,True
cnv_depth__IBNLCO_02849__IBNLCO_02849__gene,0.17144162548612393,0.010675625630805704,,0.3566929934473028,True
cnv_depth__IBNLCO_00542__Arabinose__CDS,0.1712993502782516,0.010741729709110245,,0.4070264936899437,True
cnv_depth__IBNLCO_04532__IBNLCO_04532__gene__promoter,-0.1712993502782516,0.010741729709110245,,-0.1821190865032855,True
cnv_depth__IBNLCO_01483__3-oxoacid__CDS__promoter,-0.1712993502782516,0.010741729709110245,,-0.4044746301954268,True
cnv_depth__IBNLCO_04468__IBNLCO_04468__gene__promoter,-0.1711570750703793,0.010808194940102447,,-0.3474381433833951,True
cnv_depth__IBNLCO_00837__N-acetylmuramoyl-L-alanine__CDS__promoter,0.1711570750703793,0.010808194940102447,,0.3447227074155602,True
cnv_depth__IBNLCO_00772__Branched-chain__CDS__promoter,-0.1711570750703793,0.010808194940102447,,-0.29723603403932486,True
cnv_depth__IBNLCO_01904__Ancillary__CDS__promoter,0.17101479986250703,0.010875022976219935,,0.22143145703637948,True
cnv_depth__IBNLCO_02828__Pyridoxal__CDS,0.17101479986250703,0.010875022976219935,,0.2853186720944515,True
cnv_depth__IBNLCO_05238__LysM__CDS__promoter,-0.17101479986250703,0.010875022976219935,,-0.32135213502842586,True
cnv_depth__IBNLCO_04074__IBNLCO_04074__gene__promoter,-0.17101479986250703,0.010875022976219935,,-0.2701555936978854,True
cnv_depth__IBNLCO_05475__IBNLCO_05475__gene,0.17101479986250703,0.010875022976219935,,0.18139696497023913,True
cnv_depth__IBNLCO_01876__IBNLCO_01876__gene__promoter,-0.17087252465463473,0.010942215475476462,,-0.2172306617483985,True
cnv_depth__IBNLCO_02045__Two-component__CDS,-0.17087252465463473,0.010942215475476462,,-0.17691590018150455,True
cnv_depth__IBNLCO_04307__Monooxygenase__CDS__promoter,-0.17087252465463473,0.010942215475476462,,-0.30317660638756094,True
cnv_depth__IBNLCO_04040__IBNLCO_04040__gene,0.17087252465463473,0.010942215475476462,,0.2700232187104927,True
cnv_depth__IBNLCO_00391__IBNLCO_00391__gene__promoter,0.17087252465463473,0.010942215475476462,,0.3072860678749059,True
cnv_depth__IBNLCO_00141__IBNLCO_00141__gene,0.17074317818957876,0.01100361978929286,,0.167353067792659,True
cnv_depth__IBNLCO_02674__UPF0301__CDS,0.1707302494467624,0.011009774101469178,,0.22722648175740834,True
cnv_depth__IBNLCO_00545__Homoserine/Threonine__CDS__promoter,-0.1707302494467624,0.011009774101469178,,-0.19245704790867948,True
cnv_depth__IBNLCO_04715__HTH__CDS,-0.1707302494467624,0.011009774101469178,,-0.23765622925968607,True
cnv_depth__IBNLCO_01976__Ysc84__CDS__promoter,-0.1707302494467624,0.011009774101469178,,-0.3310275482072154,True
cnv_depth__IBNLCO_04039__hypothetical__CDS__promoter,0.1707302494467624,0.011009774101469178,,0.29082763105519893,True
cnv_depth__IBNLCO_00988__NAD(P)-dependent__CDS,-0.1707302494467624,0.011009774101469178,,-0.35188004973600345,True
cnv_depth__IBNLCO_01118__IBNLCO_01118__gene,-0.1705879742388901,0.01107770052338564,,-0.16969345461988844,True
cnv_depth__IBNLCO_01956__putative__CDS__promoter,-0.1705879742388901,0.01107770052338564,,-0.3146740424429401,True
cnv_depth__IBNLCO_00714__IBNLCO_00714__gene,-0.1705879742388901,0.01107770052338564,,-0.2948439748210859,True
cnv_depth__IBNLCO_05452__IBNLCO_05452__gene,-0.1705879742388901,0.01107770052338564,,-0.24763671114305488,True
cnv_depth__IBNLCO_05173__Polysaccharide__CDS,-0.1705879742388901,0.01107770052338564,,-0.2948566413926698,True
cnv_depth__IBNLCO_05600__IBNLCO_05600__gene__promoter,0.1705879742388901,0.01107770052338564,,0.3109875137164852,True
cnv_depth__IBNLCO_04034__IBNLCO_04034__gene__promoter,0.1705879742388901,0.01107770052338564,,0.20115748147312906,True
cnv_depth__IBNLCO_05670__IBNLCO_05670__gene__promoter,0.17044569903101783,0.011145996416011151,,0.3005008432995149,True
cnv_depth__IBNLCO_05630__lktB__gene__promoter,0.17044569903101783,0.011145996416011151,,0.33722636304900117,True
cnv_depth__IBNLCO_02682__IBNLCO_02682__gene__promoter,0.17044569903101783,0.011145996416011151,,0.337319625439298,True
cnv_depth__IBNLCO_01391__IBNLCO_01391__gene,0.17044569903101783,0.011145996416011151,,0.0787599519902128,True
cnv_depth__IBNLCO_03508__IBNLCO_03508__gene__promoter,0.1703034238231455,0.011214663459735652,,0.32932426682233085,True
cnv_depth__IBNLCO_03596__Solute-binding__CDS__promoter,0.17016114861527318,0.011283703340560655,,0.3287940351257609,True
cnv_depth__IBNLCO_02884__Holliday__CDS,0.17016114861527318,0.011283703340560655,,0.2965921723924279,True
cnv_depth__IBNLCO_02702__lysR__gene__promoter,0.17001887340740088,0.011353117750106194,,0.29744713248933313,True
cnv_depth__IBNLCO_02016__hypothetical__CDS,-0.17001887340740088,0.011353117750106194,,-0.26260514231003784,True
cnv_depth__IBNLCO_05450__atpR__gene,-0.17001887340740088,0.011353117750106194,,-0.16556417491630004,True
cnv_depth__IBNLCO_01710__IBNLCO_01710__gene__promoter,-0.17001887340740088,0.011353117750106194,,-0.3599605035849892,True
cnv_depth__IBNLCO_03063__IBNLCO_03063__gene__promoter,0.17001887340740088,0.011353117750106194,,0.3836736815622635,True
cnv_depth__IBNLCO_03685__Glycine__CDS__promoter,-0.16987659819952858,0.01142290838561773,,-0.27988414638156384,True
cnv_depth__IBNLCO_03518__IBNLCO_03518__gene,-0.16987659819952858,0.01142290838561773,,-0.21918339502320414,True
cnv_depth__IBNLCO_05305__IBNLCO_05305__gene,0.16987659819952858,0.01142290838561773,,0.3604317266825277,True
cnv_depth__IBNLCO_01694__IBNLCO_01694__gene,-0.16987659819952858,0.01142290838561773,,-0.3308748283339874,True
cnv_depth__IBNLCO_02590__Glucose-6-phosphate__CDS,-0.16987659819952858,0.01142290838561773,,-0.3470639184578069,True
cnv_depth__IBNLCO_03908__IBNLCO_03908__gene__promoter,0.16987659819952858,0.01142290838561773,,0.42926816573781346,True
cnv_depth__IBNLCO_05313__Transmembrane__CDS__promoter,-0.16973432299165628,0.01149307694997289,,-0.34875565276391646,True
cnv_depth__IBNLCO_01031__gnl|Bakta|IBNLCO_01031__CDS,-0.16959204778378398,0.011563625151688062,,-0.3189494595246495,True
cnv_depth__IBNLCO_02014__IBNLCO_02014__gene__promoter,-0.16959204778378398,0.011563625151688062,,-0.3216316616411213,True
cnv_depth__IBNLCO_02850__recG__gene__promoter,-0.16959204778378398,0.011563625151688062,,-0.26271914380615163,True
cnv_depth__IBNLCO_05390__IBNLCO_05390__gene,-0.16944977257591168,0.011634554704925307,,-0.3518316077227945,True
cnv_depth__IBNLCO_01993__IBNLCO_01993__gene,-0.16944977257591168,0.011634554704925307,,-0.37089930125937953,True
cnv_depth__IBNLCO_00135__hypothetical__CDS,0.1694456354154981,0.011636622958512295,,0.25909889663228736,True
cnv_depth__IBNLCO_04961__IBNLCO_04961__gene,-0.16930749736803935,0.011705867329498599,,-0.21472059375569225,True
cnv_depth__IBNLCO_02770__wcbT__gene,-0.16930749736803935,0.011705867329498599,,-0.35459230665608366,True
cnv_depth__IBNLCO_02220__ISL3-like__CDS__promoter,-0.16916526917821456,0.011777540993100785,,-0.3647717362400958,True
cnv_depth__IBNLCO_00472__UmuC__CDS__promoter,-0.16916522216016708,0.01177756475088064,,-0.23671447219610198,True
cnv_depth__IBNLCO_04723__IBNLCO_04723__gene__promoter,-0.16888067174442245,0.011922120914293214,,-0.28316875977922445,True
cnv_depth__IBNLCO_00636__IBNLCO_00636__gene__promoter,0.16888067174442245,0.011922120914293214,,0.3534135316739095,True
cnv_depth__IBNLCO_01478__Gluconate__CDS__promoter,0.16873839653655015,0.011994983135619749,,0.3153619159787008,True
cnv_depth__IBNLCO_05751__Glycosyltransferase__CDS__promoter,-0.16873839653655015,0.011994983135619749,,-0.33285599524703624,True
cnv_depth__IBNLCO_00819__IBNLCO_00819__gene__promoter,0.16859612132867788,0.01206823711235959,,0.3476146984053865,True
cnv_depth__IBNLCO_02459__hypothetical__CDS,-0.16859612132867788,0.01206823711235959,,-0.2833368708824516,True
cnv_depth__IBNLCO_00609__IBNLCO_00609__gene,0.16845384612080558,0.012141884598373752,,0.2656253972330922,True
cnv_depth__IBNLCO_00997__Histidine__CDS,0.16845384612080558,0.012141884598373752,,0.3216851474243228,True
cnv_depth__IBNLCO_02757__gnl|Bakta|IBNLCO_02757__CDS__promoter,0.16845384612080558,0.012141884598373752,,0.25357176842716384,True
cnv_depth__IBNLCO_04411__IBNLCO_04411__gene,-0.16845384612080558,0.012141884598373752,,-0.3294742550824108,True
cnv_depth__IBNLCO_05456__IBNLCO_05456__gene__promoter,-0.16845384612080558,0.012141884598373752,,-0.31765718009147687,True
cnv_depth__IBNLCO_02667__dTDP-glucose__CDS__promoter,0.16845384612080558,0.012141884598373752,,0.2720550736691937,True
cnv_depth__IBNLCO_03052__IBNLCO_03052__gene,0.16845384612080558,0.012141884598373752,,0.3136654836149925,True
cnv_depth__IBNLCO_02736__IBNLCO_02736__gene,-0.16845384612080558,0.012141884598373752,,-0.3372326076618048,True
cnv_depth__IBNLCO_04982__tssE__gene__promoter,0.16831157091293325,0.012215927353219462,,0.25896323648803493,True
cnv_depth__IBNLCO_04670__PAAR__CDS,0.16831157091293325,0.012215927353219462,,0.28309690424258277,True
cnv_depth__IBNLCO_00396__IBNLCO_00396__gene__promoter,0.16831157091293325,0.012215927353219462,,0.3239357291176616,True
cnv_depth__IBNLCO_00875__IBNLCO_00875__gene,-0.16816929570506095,0.012290367142156302,,-0.30531351019294567,True
cnv_depth__IBNLCO_00585__IBNLCO_00585__gene,0.16816929570506095,0.012290367142156302,,0.22546251514025395,True
cnv_depth__IBNLCO_03517__Rhs__CDS__promoter,0.16802702049718868,0.012365205736151953,,0.25076163314801914,True
cnv_depth__IBNLCO_03797__Preprotein__CDS,-0.16802702049718868,0.012365205736151953,,-0.13690371714617566,True
cnv_depth__IBNLCO_00761__IBNLCO_00761__gene,0.1679574460946223,0.012401948499748223,,0.3293896265014476,True
cnv_depth__IBNLCO_03488__yncE__gene__promoter,0.16794684035600227,0.01240755789709145,,0.037877455605745104,True
cnv_depth__IBNLCO_02080__hypothetical__CDS__promoter,0.16788474528931635,0.012440444911888431,,0.27931902320943813,True
cnv_depth__IBNLCO_00764__Peptidase__CDS__promoter,0.16788474528931635,0.012440444911888431,,0.17924880709686417,True
cnv_depth__IBNLCO_05644__gnl|Bakta|IBNLCO_05644__CDS__promoter,0.16775004288949733,0.012512050151633859,,0.25679787833971607,True
cnv_depth__IBNLCO_05170__Bacteriophage__CDS,0.16774247008144405,0.012516086451767517,,0.35181840646183005,True
cnv_depth__IBNLCO_00628__IBNLCO_00628__gene,0.16774247008144405,0.012516086451767517,,0.29337364096708274,True
cnv_depth__IBNLCO_02113__fabZ__gene,-0.16774247008144405,0.012516086451767517,,-0.40741869155271204,True
cnv_depth__IBNLCO_02446__IBNLCO_02446__gene,0.16760019487357175,0.012592132143916806,,0.12901884698309135,True
cnv_depth__IBNLCO_05162__IBNLCO_05162__gene,-0.16745791966569948,0.012668583782195198,,-0.20758209012024015,True
cnv_depth__IBNLCO_02309__Toprim__CDS__promoter,0.16741535496481855,0.012691535099249768,,0.33906965541863415,True
cnv_depth__IBNLCO_02311__IBNLCO_02311__gene__promoter,0.16741535496481855,0.012691535099249768,,0.34285679144658093,True
cnv_depth__IBNLCO_02090__IBNLCO_02090__gene,0.16739298798966015,0.01270361024198832,,0.3335319872109527,True
cnv_depth__IBNLCO_03912__IBNLCO_03912__gene__promoter,0.16731564445782715,0.012745443166198574,,0.3700639966576454,True
cnv_depth__IBNLCO_02250__Lysine--tRNA__CDS__promoter,0.16731564445782715,0.012745443166198574,,0.34224012145253896,True
cnv_depth__IBNLCO_03988__tssK__gene,-0.16731564445782715,0.012745443166198574,,-0.09866457173106807,True
cnv_depth__IBNLCO_02707__IBNLCO_02707__gene,-0.16717336924995485,0.012822712101265314,,-0.3597610619363814,True
cnv_depth__IBNLCO_00958__Light-independent__CDS,0.16717336924995485,0.012822712101265314,,0.3765256703434664,True
cnv_depth__IBNLCO_04915__Arsenical-resistance__CDS,-0.16717336924995485,0.012822712101265314,,-0.202389739241607,True
cnv_depth__IBNLCO_00153__Peptidoglycan-binding__CDS,0.16714725468914313,0.012836939413735057,,0.16506277686151574,True
cnv_depth__IBNLCO_03516__IBNLCO_03516__gene,0.16703109404208255,0.012900392398481784,,0.08209269787639342,True
cnv_depth__IBNLCO_03611__IBNLCO_03611__gene,0.16703109404208255,0.012900392398481784,,0.3727038005063377,True
cnv_depth__IBNLCO_04871__hypothetical__CDS__promoter,-0.16703109404208255,0.012900392398481784,,-0.2614550649284372,True
cnv_depth__IBNLCO_04901__Hydroxypyruvate__CDS__promoter,-0.16688881883421022,0.012978485874687588,,-0.35185794079647104,True
cnv_depth__IBNLCO_03054__IBNLCO_03054__gene__promoter,0.16688881883421022,0.012978485874687588,,0.31374717010023645,True
cnv_depth__IBNLCO_02762__gnl|Bakta|IBNLCO_02762__CDS__promoter,0.16688881883421022,0.012978485874687588,,0.2819868325892607,True
cnv_depth__IBNLCO_04071__IBNLCO_04071__gene__promoter,0.16688881883421022,0.012978485874687588,,0.2993434177210018,True
cnv_depth__IBNLCO_00512__ybiB__gene,-0.16688881883421022,0.012978485874687588,,-0.2300996675895071,True
cnv_depth__IBNLCO_01539__IBNLCO_01539__gene__promoter,-0.16688881883421022,0.012978485874687588,,-0.4088786379605454,True
cnv_depth__IBNLCO_02827__IBNLCO_02827__gene__promoter,0.16674654362633795,0.013056994352480979,,0.29475133305623463,True
cnv_depth__IBNLCO_04547__hypothetical__CDS__promoter,0.16674654362633795,0.013056994352480979,,0.12796318150212638,True
cnv_depth__IBNLCO_02825__IBNLCO_02825__gene,0.16674654362633795,0.013056994352480979,,0.2877758255724913,True
cnv_depth__IBNLCO_00996__Outer__CDS,0.16674654362633795,0.013056994352480979,,0.28037135076151104,True
cnv_depth__IBNLCO_03594__IBNLCO_03594__gene__promoter,0.16660426841846565,0.013135919660224107,,0.2825037901475653,True
cnv_depth__IBNLCO_02331__Alkane__CDS__promoter,0.16660426841846565,0.013135919660224107,,0.36805263027283375,True
cnv_depth__IBNLCO_02522__hypothetical__CDS__promoter,-0.16646199321059335,0.013215263632048056,,-0.14584776691137522,True
cnv_depth__IBNLCO_02737__pilW__gene,-0.16646199321059335,0.013215263632048056,,-0.28523324750348483,True
cnv_depth__IBNLCO_01015__Phosphatidylethanolamine-binding__CDS__promoter,-0.16646199321059335,0.013215263632048056,,-0.3083738557771805,True
cnv_depth__IBNLCO_02330__Deoxyribodipyrimidine__CDS__promoter,-0.16646199321059335,0.013215263632048056,,-0.4051124537811101,True
cnv_depth__IBNLCO_03066__ettA__gene__promoter,0.16646199321059335,0.013215263632048056,,0.28107423804904463,True
cnv_depth__IBNLCO_05671__IBNLCO_05671__gene,0.16631971800272102,0.013295028107858037,,0.3703527315845788,True
cnv_depth__IBNLCO_04679__Peptidoglycan__CDS__promoter,0.16631971800272102,0.013295028107858037,,0.2554911136902877,True
cnv_depth__IBNLCO_00944__IBNLCO_00944__gene,0.16631971800272102,0.013295028107858037,,0.32636337917037733,True
cnv_depth__IBNLCO_04155__IBNLCO_04155__gene,-0.16631971800272102,0.013295028107858037,,-0.2179487621291148,True
cnv_depth__IBNLCO_03052__FMN-dependent__CDS__promoter,0.16631971800272102,0.013295028107858037,,0.332911624390699,True
cnv_depth__IBNLCO_01853__HTH__CDS__promoter,-0.16617744279484875,0.01337521493333824,,-0.27092535997638223,True
cnv_depth__IBNLCO_01913__IBNLCO_01913__gene__promoter,-0.16617744279484875,0.01337521493333824,,-0.21738260399759637,True
cnv_depth__IBNLCO_03669__hypothetical__CDS__promoter,0.16617744279484875,0.01337521493333824,,0.23457423442010114,True
cnv_depth__IBNLCO_01486__IBNLCO_01486__gene,-0.16617744279484875,0.01337521493333824,,-0.3249089145918439,True
cnv_depth__IBNLCO_04357__IBNLCO_04357__gene__promoter,-0.16603516758697645,0.013455825959956959,,-0.28841931469037485,True
cnv_depth__IBNLCO_04092__hypothetical__CDS,0.16589289237910412,0.013536863044971209,,0.33979865341550575,True
cnv_depth__IBNLCO_02185__IBNLCO_02185__gene__promoter,-0.16589289237910412,0.013536863044971209,,-0.3150048217683749,True
cnv_depth__IBNLCO_01931__4-carboxymuconolactone__CDS,-0.16589289237910412,0.013536863044971209,,-0.19492594205912533,True
cnv_depth__IBNLCO_02109__IBNLCO_02109__gene__promoter,-0.16589289237910412,0.013536863044971209,,-0.15204456593231264,True
cnv_depth__IBNLCO_02718__IBNLCO_02718__gene,-0.16589289237910412,0.013536863044971209,,-0.142226897427036,True
cnv_depth__IBNLCO_04791__IBNLCO_04791__gene__promoter,0.16575061717123182,0.013618328051431601,,0.32185894086702294,True
