,feature_name,importance
2942,cnv_depth__IBNLCO_02427__Phosphate__CDS__promoter,0.0
2941,cnv_depth__IBNLCO_02424__3-oxoacyl-[acyl-carrier-protein]__CDS,0.0
2939,cnv_depth__IBNLCO_02423__Acyl__CDS,0.0
2953,cnv_depth__IBNLCO_02438__IBNLCO_02438__gene__promoter,0.0
2881,cnv_depth__IBNLCO_02355__IBNLCO_02355__gene__promoter,0.0
2880,cnv_depth__IBNLCO_02354__sufT__gene,0.0
2879,cnv_depth__IBNLCO_02352__IBNLCO_02352__gene,0.0
2878,cnv_depth__IBNLCO_02352__IBNLCO_02352__gene__promoter,0.0
2877,cnv_depth__IBNLCO_02351__SUF__CDS,0.0
2876,cnv_depth__IBNLCO_02351__SUF__CDS__promoter,0.0
2875,cnv_depth__IBNLCO_02350__sufC__gene,0.0
2874,cnv_depth__IBNLCO_02349__ABC__CDS__promoter,0.0
2873,cnv_depth__IBNLCO_02347__IBNLCO_02347__gene,0.0
2872,cnv_depth__IBNLCO_02346__Coproporphyrinogen-III__CDS,0.0
2871,cnv_depth__IBNLCO_02344__gnl|Bakta|IBNLCO_02344__CDS,0.0
2870,cnv_depth__IBNLCO_02344__gnl|Bakta|IBNLCO_02344__CDS__promoter,0.0
2869,cnv_depth__IBNLCO_02342__Ubiquinone__CDS__promoter,0.0
2910,cnv_depth__IBNLCO_02391__Trehalose-6-phosphate__CDS__promoter,0.0
2867,cnv_depth__IBNLCO_02340__hypothetical__CDS__promoter,0.0
2866,cnv_depth__IBNLCO_02335__nnrS__gene,0.0
2865,cnv_depth__IBNLCO_02334__IBNLCO_02334__gene__promoter,0.0
2864,cnv_depth__IBNLCO_02333__MIP18__CDS,0.0
2863,cnv_depth__IBNLCO_02331__Alkane__CDS__promoter,0.0
2862,cnv_depth__IBNLCO_02330__Deoxyribodipyrimidine__CDS__promoter,0.0
2861,cnv_depth__IBNLCO_02329__Adenylyl-sulfate__CDS__promoter,0.0
2860,cnv_depth__IBNLCO_02327__Hydrolase__CDS__promoter,0.0
2859,cnv_depth__IBNLCO_02327__Hydrolase__CDS,0.0
2858,cnv_depth__IBNLCO_02326__4'-phosphopantetheinyl__CDS__promoter,0.0
2857,cnv_depth__IBNLCO_02326__IBNLCO_02326__gene,0.0
2856,cnv_depth__IBNLCO_02325__IBNLCO_02325__gene,0.0
2855,cnv_depth__IBNLCO_02322__hypothetical__CDS__promoter,0.0
2868,cnv_depth__IBNLCO_02341__Ubiquinone__CDS,0.0
2909,cnv_depth__IBNLCO_02392__IBNLCO_02392__gene,0.0
2908,cnv_depth__IBNLCO_02391__IBNLCO_02391__gene,0.0
2907,cnv_depth__IBNLCO_02390__IBNLCO_02390__gene,0.0
2906,cnv_depth__IBNLCO_02388__hypothetical__CDS__promoter,0.0
2905,cnv_depth__IBNLCO_02387__IBNLCO_02387__gene,0.0
2904,cnv_depth__IBNLCO_02386__IBNLCO_02386__gene,0.0
2903,cnv_depth__IBNLCO_02386__IBNLCO_02386__gene__promoter,0.0
2902,cnv_depth__IBNLCO_02384__IBNLCO_02384__gene__promoter,0.0
2901,cnv_depth__IBNLCO_02383__pdxY__gene,0.0
2900,cnv_depth__IBNLCO_02381__IBNLCO_02381__gene,0.0
2899,cnv_depth__IBNLCO_02379__IBNLCO_02379__gene__promoter,0.0
2898,cnv_depth__IBNLCO_02378__Chitooligosaccharide__CDS__promoter,0.0
2897,cnv_depth__IBNLCO_02377__hpnL__gene__promoter,0.0
2882,cnv_depth__IBNLCO_02358__IBNLCO_02358__gene__promoter,0.0
2895,cnv_depth__IBNLCO_02370__IBNLCO_02370__gene__promoter,0.0
2894,cnv_depth__IBNLCO_02369__Arginine__CDS__promoter,0.0
2893,cnv_depth__IBNLCO_02368__IBNLCO_02368__gene__promoter,0.0
2892,cnv_depth__IBNLCO_02369__IBNLCO_02369__gene,0.0
2891,cnv_depth__IBNLCO_02367__IBNLCO_02367__gene__promoter,0.0
2890,cnv_depth__IBNLCO_02367__N-succinylglutamate__CDS,0.0
2889,cnv_depth__IBNLCO_02366__IBNLCO_02366__gene__promoter,0.0
2888,cnv_depth__IBNLCO_02366__N-succinylarginine__CDS,0.0
2887,cnv_depth__IBNLCO_02365__Succinylglutamate__CDS,0.0
2886,cnv_depth__IBNLCO_02364__GST__CDS,0.0
2885,cnv_depth__IBNLCO_02362__IBNLCO_02362__gene,0.0
2884,cnv_depth__IBNLCO_02361__Cytochrome__CDS,0.0
2883,cnv_depth__IBNLCO_02359__Ubiquinol__CDS,0.0
2896,cnv_depth__IBNLCO_02374__hisM__gene__promoter,0.0
3504,cnv_depth__IBNLCO_02934__IBNLCO_02934__gene__promoter,0.0
3503,cnv_depth__IBNLCO_02934__IBNLCO_02934__gene,0.0
3502,cnv_depth__IBNLCO_02933__IBNLCO_02933__gene__promoter,0.0
3501,cnv_depth__IBNLCO_02932__Ureidoglycolate__CDS,0.0
3500,cnv_depth__IBNLCO_02931__IBNLCO_02931__gene,0.0
3499,cnv_depth__IBNLCO_02930__IBNLCO_02930__gene__promoter,0.0
3498,cnv_depth__IBNLCO_02931__IBNLCO_02931__gene__promoter,0.0
3497,cnv_depth__IBNLCO_02929__4-hydroxy-tetrahydrodipicolinate__CDS,0.0
3496,cnv_depth__IBNLCO_02928__Biopolymer__CDS__promoter,0.0
3495,cnv_depth__IBNLCO_02927__exbD__gene__promoter,0.0
3494,cnv_depth__IBNLCO_02927__Biopolymer__CDS,0.0
3493,cnv_depth__IBNLCO_02926__IBNLCO_02926__gene__promoter,0.0
3193,cnv_depth__IBNLCO_02680__hypothetical__CDS__promoter,0.0
3491,cnv_depth__IBNLCO_02925__lptE__gene__promoter,0.0
3490,cnv_depth__IBNLCO_02924__IBNLCO_02924__gene,0.0
3489,cnv_depth__IBNLCO_02923__Gamma-glutamyl__CDS,0.0
3488,cnv_depth__IBNLCO_02922__IBNLCO_02922__gene__promoter,0.0
3487,cnv_depth__IBNLCO_02922__Protoporphyrinogen__CDS,0.0
3486,cnv_depth__IBNLCO_02921__IBNLCO_02921__gene__promoter,0.0
3485,cnv_depth__IBNLCO_02920__IBNLCO_02920__gene__promoter,0.0
3484,cnv_depth__IBNLCO_02920__IBNLCO_02920__gene,0.0
3483,cnv_depth__IBNLCO_02919__IBNLCO_02919__gene__promoter,0.0
3482,cnv_depth__IBNLCO_02919__2-dehydro-3-deoxy-phosphogluconate__CDS,0.0
3480,cnv_depth__IBNLCO_02918__Gluconate__CDS,0.0
3479,cnv_depth__IBNLCO_02917__IBNLCO_02917__gene__promoter,0.0
3478,cnv_depth__IBNLCO_02917__gnl|Bakta|IBNLCO_02917__CDS,0.0
3492,cnv_depth__IBNLCO_02926__Leucine--tRNA__CDS,0.0
3532,cnv_depth__IBNLCO_02953__NAD(P)-dependent__CDS,0.0
3531,cnv_depth__IBNLCO_02952__IBNLCO_02952__gene__promoter,0.0
3530,cnv_depth__IBNLCO_02951__IBNLCO_02951__gene__promoter,0.0
3529,cnv_depth__IBNLCO_02950__IBNLCO_02950__gene,0.0
3528,cnv_depth__IBNLCO_02950__Nicotinamide-nucleotide__CDS__promoter,0.0
3527,cnv_depth__IBNLCO_02949__IBNLCO_02949__gene,0.0
3526,cnv_depth__IBNLCO_02947__Putative__CDS,0.0
3525,cnv_depth__IBNLCO_02946__hypothetical__CDS__promoter,0.0
3524,cnv_depth__IBNLCO_02946__IBNLCO_02946__gene,0.0
3523,cnv_depth__IBNLCO_02945__IBNLCO_02945__gene__promoter,0.0
3522,cnv_depth__IBNLCO_02945__IBNLCO_02945__gene,0.0
3521,cnv_depth__IBNLCO_02944__IBNLCO_02944__gene,0.0
3520,cnv_depth__IBNLCO_02944__IBNLCO_02944__gene__promoter,0.0
3505,cnv_depth__IBNLCO_02935__IBNLCO_02935__gene__promoter,0.0
3518,cnv_depth__IBNLCO_02943__VOC__CDS__promoter,0.0
3517,cnv_depth__IBNLCO_02942__IBNLCO_02942__gene,0.0
3516,cnv_depth__IBNLCO_02941__Transketolase__CDS__promoter,0.0
3515,cnv_depth__IBNLCO_02942__Polyamine__CDS__promoter,0.0
3514,cnv_depth__IBNLCO_02941__IBNLCO_02941__gene,0.0
3513,cnv_depth__IBNLCO_02940__Glyceraldehyde-3-phosphate__CDS__promoter,0.0
3512,cnv_depth__IBNLCO_02940__IBNLCO_02940__gene,0.0
3511,cnv_depth__IBNLCO_02939__MFS__CDS,0.0
3510,cnv_depth__IBNLCO_02939__IBNLCO_02939__gene__promoter,0.0
3509,cnv_depth__IBNLCO_02937__IBNLCO_02937__gene,0.0
3508,cnv_depth__IBNLCO_02936__cynR__gene__promoter,0.0
3507,cnv_depth__IBNLCO_02937__IBNLCO_02937__gene__promoter,0.0
3506,cnv_depth__IBNLCO_02935__IBNLCO_02935__gene,0.0
3519,cnv_depth__IBNLCO_02943__VOC__CDS,0.0
3447,cnv_depth__IBNLCO_02897__Betaproteobacteria_toxic_sRNA__gene,0.0
3446,cnv_depth__IBNLCO_02896__Large__CDS__promoter,0.0
3445,cnv_depth__IBNLCO_02896__IBNLCO_02896__gene,0.0
3444,cnv_depth__IBNLCO_02895__Small__CDS__promoter,0.0
3443,cnv_depth__IBNLCO_02895__IBNLCO_02895__gene,0.0
3442,cnv_depth__IBNLCO_02894__Putative__CDS__promoter,0.0
3441,cnv_depth__IBNLCO_02894__erpA__gene,0.0
3440,cnv_depth__IBNLCO_02893__AraC_family__CDS,0.0
3439,cnv_depth__IBNLCO_02892__Disulfide-bond__CDS__promoter,0.0
3438,cnv_depth__IBNLCO_02893__AraC_family__CDS__promoter,0.0
3437,cnv_depth__IBNLCO_02891__GSH-dependent__CDS,0.0
3436,cnv_depth__IBNLCO_02890__Anhydro-N-acetylmuramic__CDS,0.0
3435,cnv_depth__IBNLCO_02889__Tyrosine--tRNA__CDS,0.0
3477,cnv_depth__IBNLCO_02916__Adenylosuccinate__CDS,0.0
3433,cnv_depth__IBNLCO_02888__IBNLCO_02888__gene,0.0
3432,cnv_depth__IBNLCO_02887__IBNLCO_02887__gene__promoter,0.0
3431,cnv_depth__IBNLCO_02887__Phosphoglycerate__CDS,0.0
3430,cnv_depth__IBNLCO_02886__gnl|Bakta|IBNLCO_02886__CDS,0.0
3429,cnv_depth__IBNLCO_02884__Holliday__CDS,0.0
3428,cnv_depth__IBNLCO_02884__Holliday__CDS__promoter,0.0
3427,cnv_depth__IBNLCO_02883__ruvA__gene,0.0
3426,cnv_depth__IBNLCO_02883__Holliday__CDS__promoter,0.0
3425,cnv_depth__IBNLCO_02882__ruvC__gene,0.0
3424,cnv_depth__IBNLCO_02881__Bifunctional__CDS,0.0
3423,cnv_depth__IBNLCO_02881__purH__gene__promoter,0.0
3422,cnv_depth__IBNLCO_02880__Putative__CDS,0.0
3421,cnv_depth__IBNLCO_02880__IBNLCO_02880__gene__promoter,0.0
3434,cnv_depth__IBNLCO_02888__D-aminoacyl-tRNA__CDS__promoter,0.0
3475,cnv_depth__IBNLCO_02915__IBNLCO_02915__gene,0.0
3474,cnv_depth__IBNLCO_02915__MFS__CDS__promoter,0.0
3473,cnv_depth__IBNLCO_02914__IBNLCO_02914__gene__promoter,0.0
3472,cnv_depth__IBNLCO_02913__IBNLCO_02913__gene__promoter,0.0
3471,cnv_depth__IBNLCO_02913__IBNLCO_02913__gene,0.0
3470,cnv_depth__IBNLCO_02912__IBNLCO_02912__gene__promoter,0.0
3469,cnv_depth__IBNLCO_02912__Extracellular__CDS,0.0
3468,cnv_depth__IBNLCO_02911__Glutamate/aspartate__CDS__promoter,0.0
3467,cnv_depth__IBNLCO_02910__IBNLCO_02910__gene__promoter,0.0
3466,cnv_depth__IBNLCO_02911__Glutamate/aspartate__CDS,0.0
3465,cnv_depth__IBNLCO_02909__IBNLCO_02909__gene__promoter,0.0
3464,cnv_depth__IBNLCO_02910__ABC__CDS,0.0
3463,cnv_depth__IBNLCO_02909__ABC__CDS,0.0
3448,cnv_depth__IBNLCO_02897__Betaproteobacteria_toxic_sRNA__gene__promoter,0.0
3461,cnv_depth__IBNLCO_02906__IBNLCO_02906__gene,0.0
3460,cnv_depth__IBNLCO_02906__Co-chaperonin__CDS__promoter,0.0
3459,cnv_depth__IBNLCO_02905__SHSP__CDS__promoter,0.0
3458,cnv_depth__IBNLCO_02905__SHSP__CDS,0.0
3457,cnv_depth__IBNLCO_02904__SHSP__CDS__promoter,0.0
3456,cnv_depth__IBNLCO_02904__SHSP__CDS,0.0
3455,cnv_depth__IBNLCO_02903__hypothetical__CDS__promoter,0.0
3454,cnv_depth__IBNLCO_02902__Glutamine__CDS,0.0
3453,cnv_depth__IBNLCO_02901__gnl|Bakta|IBNLCO_02901__CDS__promoter,0.0
3452,cnv_depth__IBNLCO_02901__gnl|Bakta|IBNLCO_02901__CDS,0.0
3451,cnv_depth__IBNLCO_02899__RNaseP_bact_a__gene,0.0
3450,cnv_depth__IBNLCO_02898__IBNLCO_02898__gene,0.0
3449,cnv_depth__IBNLCO_02898__gnl|Bakta|IBNLCO_02898__CDS__promoter,0.0
3462,cnv_depth__IBNLCO_02907__hypothetical__CDS__promoter,0.0
3615,cnv_depth__IBNLCO_03008__IBNLCO_03008__gene,0.0
3614,cnv_depth__IBNLCO_03007__secA__gene__promoter,0.0
3613,cnv_depth__IBNLCO_03007__secA__gene,0.0
3612,cnv_depth__IBNLCO_03006__argJ__gene__promoter,0.0
3611,cnv_depth__IBNLCO_03006__Arginine__CDS,0.0
3610,cnv_depth__IBNLCO_03005__ATP-binding__CDS__promoter,0.0
3609,cnv_depth__IBNLCO_03004__8-oxo-dGTP__CDS__promoter,0.0
3608,cnv_depth__IBNLCO_03005__ATP-binding__CDS,0.0
3607,cnv_depth__IBNLCO_03003__DNA__CDS,0.0
3606,cnv_depth__IBNLCO_03003__DNA__CDS__promoter,0.0
3605,cnv_depth__IBNLCO_03002__Cell__CDS,0.0
3604,cnv_depth__IBNLCO_03002__Cell__CDS__promoter,0.0
3533,cnv_depth__IBNLCO_02954__L-arabinose__CDS,0.0
3602,cnv_depth__IBNLCO_03000__pilD__gene__promoter,0.0
3601,cnv_depth__IBNLCO_02999__pilC__gene,0.0
3600,cnv_depth__IBNLCO_02998__pilB__gene,0.0
3599,cnv_depth__IBNLCO_02998__pilB__gene__promoter,0.0
7165,cnv_depth__IBNLCO_05837__IBNLCO_05837__gene,0.0
3597,cnv_depth__IBNLCO_02997__corB__gene__promoter,0.0
3596,cnv_depth__IBNLCO_02996__trnP__gene,0.0
3595,cnv_depth__IBNLCO_02996__trnP__gene__promoter,0.0
3594,cnv_depth__IBNLCO_02995__Octaprenyl-diphosphate__CDS,0.0
3593,cnv_depth__IBNLCO_02994__IBNLCO_02994__gene__promoter,0.0
3592,cnv_depth__IBNLCO_02994__Large__CDS,0.0
3591,cnv_depth__IBNLCO_02993__IBNLCO_02993__gene__promoter,0.0
3590,cnv_depth__IBNLCO_02993__Large__CDS,0.0
3603,cnv_depth__IBNLCO_03001__IBNLCO_03001__gene,0.0
3643,cnv_depth__IBNLCO_03026__IBNLCO_03026__gene__promoter,0.0
3642,cnv_depth__IBNLCO_03026__3-demethoxyubiquinol__CDS,0.0
3641,cnv_depth__IBNLCO_03025__Transcriptional__CDS__promoter,0.0
3640,cnv_depth__IBNLCO_03025__mraZ__gene,0.0
3639,cnv_depth__IBNLCO_03024__Ribosomal__CDS__promoter,0.0
3638,cnv_depth__IBNLCO_03023__Cell__CDS__promoter,0.0
3637,cnv_depth__IBNLCO_03024__IBNLCO_03024__gene,0.0
3636,cnv_depth__IBNLCO_03022__Peptidoglycan__CDS__promoter,0.0
3635,cnv_depth__IBNLCO_03023__ftsL__gene,0.0
3634,cnv_depth__IBNLCO_03021__UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-di__CDS__promoter,0.0
3633,cnv_depth__IBNLCO_03022__ftsI__gene,0.0
3632,cnv_depth__IBNLCO_03019__IBNLCO_03019__gene,0.0
3631,cnv_depth__IBNLCO_03018__IBNLCO_03018__gene__promoter,0.0
3616,cnv_depth__IBNLCO_03009__UDP-3-O-acyl-N-acetylglucosamine__CDS,0.0
3629,cnv_depth__IBNLCO_03016__IBNLCO_03016__gene__promoter,0.0
3628,cnv_depth__IBNLCO_03016__IBNLCO_03016__gene,0.0
3627,cnv_depth__IBNLCO_03015__UDP-N-acetylmuramate--L-alanine__CDS,0.0
3626,cnv_depth__IBNLCO_03014__D-alanine--D-alanine__CDS,0.0
3625,cnv_depth__IBNLCO_03013__Cell__CDS__promoter,0.0
3624,cnv_depth__IBNLCO_03013__Cell__CDS,0.0
3623,cnv_depth__IBNLCO_03012__Cell__CDS__promoter,0.0
3622,cnv_depth__IBNLCO_03012__Cell__CDS,0.0
3621,cnv_depth__IBNLCO_03011__Cell__CDS__promoter,0.0
3620,cnv_depth__IBNLCO_03011__ftsZ__gene,0.0
3619,cnv_depth__IBNLCO_03010__IBNLCO_03010__gene__promoter,0.0
3618,cnv_depth__IBNLCO_03010__IBNLCO_03010__gene,0.0
3617,cnv_depth__IBNLCO_03009__UDP-3-O-acyl-N-acetylglucosamine__CDS__promoter,0.0
3630,cnv_depth__IBNLCO_03017__ftsW__gene,0.0
3560,cnv_depth__IBNLCO_02974__IBNLCO_02974__gene,0.0
3559,cnv_depth__IBNLCO_02974__Zinc__CDS__promoter,0.0
3558,cnv_depth__IBNLCO_02973__IBNLCO_02973__gene,0.0
3557,cnv_depth__IBNLCO_02973__Ribosomal__CDS__promoter,0.0
3556,cnv_depth__IBNLCO_02972__IBNLCO_02972__gene,0.0
3555,cnv_depth__IBNLCO_02972__Biotin__CDS__promoter,0.0
3554,cnv_depth__IBNLCO_02971__IBNLCO_02971__gene,0.0
3553,cnv_depth__IBNLCO_02971__IBNLCO_02971__gene__promoter,0.0
3552,cnv_depth__IBNLCO_02970__IBNLCO_02970__gene,0.0
3551,cnv_depth__IBNLCO_02970__IBNLCO_02970__gene__promoter,0.0
3550,cnv_depth__IBNLCO_02969__IBNLCO_02969__gene,0.0
3549,cnv_depth__IBNLCO_02969__IBNLCO_02969__gene__promoter,0.0
3548,cnv_depth__IBNLCO_02968__IBNLCO_02968__gene,0.0
3589,cnv_depth__IBNLCO_02992__IBNLCO_02992__gene__promoter,0.0
3546,cnv_depth__IBNLCO_02966__IBNLCO_02966__gene__promoter,0.0
3545,cnv_depth__IBNLCO_02967__IBNLCO_02967__gene,0.0
3544,cnv_depth__IBNLCO_02965__IBNLCO_02965__gene__promoter,0.0
3543,cnv_depth__IBNLCO_02965__IBNLCO_02965__gene,0.0
3542,cnv_depth__IBNLCO_02963__IBNLCO_02963__gene,0.0
3541,cnv_depth__IBNLCO_02962__IBNLCO_02962__gene__promoter,0.0
3540,cnv_depth__IBNLCO_02962__Carboxypeptidase__CDS,0.0
3539,cnv_depth__IBNLCO_02961__EF-hand__CDS__promoter,0.0
3538,cnv_depth__IBNLCO_02961__IBNLCO_02961__gene,0.0
3537,cnv_depth__IBNLCO_02957__Peroxisomal__CDS__promoter,0.0
3536,cnv_depth__IBNLCO_02956__L-arabinose-binding__CDS__promoter,0.0
3535,cnv_depth__IBNLCO_02956__IBNLCO_02956__gene,0.0
3534,cnv_depth__IBNLCO_02955__araG__gene,0.0
3547,cnv_depth__IBNLCO_02967__IBNLCO_02967__gene__promoter,0.0
3588,cnv_depth__IBNLCO_02992__GTPase__CDS,0.0
3587,cnv_depth__IBNLCO_02990__CNP1-like__CDS,0.0
3586,cnv_depth__IBNLCO_02990__CNP1-like__CDS__promoter,0.0
3585,cnv_depth__IBNLCO_02989__IBNLCO_02989__gene,0.0
3584,cnv_depth__IBNLCO_02989__IBNLCO_02989__gene__promoter,0.0
3583,cnv_depth__IBNLCO_02988__Proline--tRNA__CDS,0.0
3582,cnv_depth__IBNLCO_02987__IBNLCO_02987__gene__promoter,0.0
3581,cnv_depth__IBNLCO_02986__IBNLCO_02986__gene,0.0
3580,cnv_depth__IBNLCO_02986__IBNLCO_02986__gene__promoter,0.0
3579,cnv_depth__IBNLCO_02985__IBNLCO_02985__gene,0.0
3578,cnv_depth__IBNLCO_02984__Cytochrome__CDS__promoter,0.0
3577,cnv_depth__IBNLCO_02985__Signal__CDS__promoter,0.0
3576,cnv_depth__IBNLCO_02984__Cytochrome__CDS,0.0
3561,cnv_depth__IBNLCO_02976__Adenosine__CDS,0.0
3574,cnv_depth__IBNLCO_02982__ampD__gene__promoter,0.0
3573,cnv_depth__IBNLCO_02983__gnl|Bakta|IBNLCO_02983__CDS,0.0
3572,cnv_depth__IBNLCO_02982__ampD__gene,0.0
3571,cnv_depth__IBNLCO_02981__Vitamin__CDS__promoter,0.0
3570,cnv_depth__IBNLCO_02981__IBNLCO_02981__gene,0.0
3569,cnv_depth__IBNLCO_02980__Ribonucleoside-diphosphate__CDS__promoter,0.0
3568,cnv_depth__IBNLCO_02980__IBNLCO_02980__gene,0.0
3567,cnv_depth__IBNLCO_02979__IBNLCO_02979__gene,0.0
3566,cnv_depth__IBNLCO_02978__IBNLCO_02978__gene__promoter,0.0
3565,cnv_depth__IBNLCO_02979__IBNLCO_02979__gene__promoter,0.0
3564,cnv_depth__IBNLCO_02978__hypothetical__CDS,0.0
3563,cnv_depth__IBNLCO_02977__Glycine__CDS,0.0
3562,cnv_depth__IBNLCO_02977__Glycine__CDS__promoter,0.0
3575,cnv_depth__IBNLCO_02983__IBNLCO_02983__gene__promoter,0.0
3276,cnv_depth__IBNLCO_02765__AraC__CDS__promoter,0.0
3275,cnv_depth__IBNLCO_02764__Undecaprenyl-phosphate__CDS__promoter,0.0
3274,cnv_depth__IBNLCO_02762__gnl|Bakta|IBNLCO_02762__CDS__promoter,0.0
3273,cnv_depth__IBNLCO_02762__IBNLCO_02762__gene,0.0
3272,cnv_depth__IBNLCO_02761__IBNLCO_02761__gene__promoter,0.0
3271,cnv_depth__IBNLCO_02761__IBNLCO_02761__gene,0.0
3270,cnv_depth__IBNLCO_02760__IBNLCO_02760__gene,0.0
3269,cnv_depth__IBNLCO_02759__IBNLCO_02759__gene__promoter,0.0
3268,cnv_depth__IBNLCO_02758__Serine__CDS__promoter,0.0
3267,cnv_depth__IBNLCO_02758__IBNLCO_02758__gene,0.0
3266,cnv_depth__IBNLCO_02756__gnl|Bakta|IBNLCO_02756__CDS__promoter,0.0
3265,cnv_depth__IBNLCO_02757__gnl|Bakta|IBNLCO_02757__CDS,0.0
3420,cnv_depth__IBNLCO_02879__dusB__gene,0.0
3263,cnv_depth__IBNLCO_02755__2-dehydro-3-deoxyphosphooctonate__CDS,0.0
3262,cnv_depth__IBNLCO_02754__hypothetical__CDS,0.0
3261,cnv_depth__IBNLCO_02752__IBNLCO_02752__gene,0.0
3260,cnv_depth__IBNLCO_02751__IBNLCO_02751__gene__promoter,0.0
3259,cnv_depth__IBNLCO_02751__Flagellar__CDS,0.0
3258,cnv_depth__IBNLCO_02750__trnK__gene,0.0
3257,cnv_depth__IBNLCO_02750__trnK__gene__promoter,0.0
3256,cnv_depth__IBNLCO_02748__Peptidoglycan-associated__CDS__promoter,0.0
3255,cnv_depth__IBNLCO_02747__tolB__gene,0.0
3254,cnv_depth__IBNLCO_02745__IBNLCO_02745__gene__promoter,0.0
3253,cnv_depth__IBNLCO_02744__tolQ__gene,0.0
3252,cnv_depth__IBNLCO_02743__4-hydroxybenzoyl-CoA__CDS,0.0
3251,cnv_depth__IBNLCO_02742__aabA__gene,0.0
3264,cnv_depth__IBNLCO_02756__gnl|Bakta|IBNLCO_02756__CDS,0.0
3304,cnv_depth__IBNLCO_02781__wcbJ__gene__promoter,0.0
3303,cnv_depth__IBNLCO_02782__capsular__CDS,0.0
3302,cnv_depth__IBNLCO_02781__wcbJ__gene,0.0
3301,cnv_depth__IBNLCO_02780__wcbK__gene__promoter,0.0
3300,cnv_depth__IBNLCO_02780__GDP__CDS,0.0
3299,cnv_depth__IBNLCO_02779__wcbL__gene__promoter,0.0
3298,cnv_depth__IBNLCO_02778__gmhA__gene__promoter,0.0
3297,cnv_depth__IBNLCO_02779__wcbL__gene,0.0
3296,cnv_depth__IBNLCO_02778__gmhA__gene,0.0
3295,cnv_depth__IBNLCO_02777__wcbM__gene__promoter,0.0
3294,cnv_depth__IBNLCO_02776__gmhB__gene__promoter,0.0
3293,cnv_depth__IBNLCO_02777__D-glycero-d-manno-heptose__CDS,0.0
3292,cnv_depth__IBNLCO_02776__D-glycero-alpha-D-manno-heptose-1%2C7-bisphosphate__CDS,0.0
3277,cnv_depth__IBNLCO_02766__Phosphatidic__CDS__promoter,0.0
3290,cnv_depth__IBNLCO_02775__hypothetical__CDS,0.0
3289,cnv_depth__IBNLCO_02774__capsular__CDS,0.0
3288,cnv_depth__IBNLCO_02773__wcbQ__gene__promoter,0.0
3287,cnv_depth__IBNLCO_02773__wcbQ__gene,0.0
3286,cnv_depth__IBNLCO_02772__capsular__CDS__promoter,0.0
3285,cnv_depth__IBNLCO_02771__UDP-3-O-[3-hydroxymyristoyl]__CDS__promoter,0.0
3284,cnv_depth__IBNLCO_02770__acyl-CoA__CDS__promoter,0.0
3283,cnv_depth__IBNLCO_02770__wcbT__gene,0.0
3282,cnv_depth__IBNLCO_02769__gnl|Bakta|IBNLCO_02769__CDS__promoter,0.0
3281,cnv_depth__IBNLCO_02769__IBNLCO_02769__gene,0.0
3280,cnv_depth__IBNLCO_02768__IBNLCO_02768__gene,0.0
3279,cnv_depth__IBNLCO_02767__gnl|Bakta|IBNLCO_02767__CDS__promoter,0.0
3278,cnv_depth__IBNLCO_02766__IBNLCO_02766__gene,0.0
3291,cnv_depth__IBNLCO_02775__IBNLCO_02775__gene__promoter,0.0
3221,cnv_depth__IBNLCO_02708__IBNLCO_02708__gene,0.0
3220,cnv_depth__IBNLCO_02707__IBNLCO_02707__gene,0.0
3219,cnv_depth__IBNLCO_02706__cntO__gene__promoter,0.0
3218,cnv_depth__IBNLCO_02705__hmuV__gene__promoter,0.0
3217,cnv_depth__IBNLCO_02704__IBNLCO_02704__gene__promoter,0.0
3216,cnv_depth__IBNLCO_02705__hmuV__gene,0.0
3215,cnv_depth__IBNLCO_02703__ABC__CDS__promoter,0.0
3214,cnv_depth__IBNLCO_02704__IBNLCO_02704__gene,0.0
3213,cnv_depth__IBNLCO_02703__IBNLCO_02703__gene,0.0
3212,cnv_depth__IBNLCO_02702__lysR__gene,0.0
3211,cnv_depth__IBNLCO_02702__lysR__gene__promoter,0.0
3210,cnv_depth__IBNLCO_02699__IBNLCO_02699__gene__promoter,0.0
3209,cnv_depth__IBNLCO_02698__IBNLCO_02698__gene__promoter,0.0
3250,cnv_depth__IBNLCO_02742__putative__CDS__promoter,0.0
3207,cnv_depth__IBNLCO_02697__IBNLCO_02697__gene,0.0
3206,cnv_depth__IBNLCO_02696__IBNLCO_02696__gene__promoter,0.0
3205,cnv_depth__IBNLCO_02693__IBNLCO_02693__gene,0.0
3203,cnv_depth__IBNLCO_02689__MBL__CDS,0.0
3202,cnv_depth__IBNLCO_02687__DUF2957__CDS__promoter,0.0
3201,cnv_depth__IBNLCO_02687__DUF2957__CDS,0.0
3200,cnv_depth__IBNLCO_02686__gnl|Bakta|IBNLCO_02686__CDS,0.0
3199,cnv_depth__IBNLCO_02685__IBNLCO_02685__gene__promoter,0.0
3198,cnv_depth__IBNLCO_02685__Outer__CDS,0.0
3197,cnv_depth__IBNLCO_02684__IBNLCO_02684__gene__promoter,0.0
3196,cnv_depth__IBNLCO_02683__DUF4243__CDS__promoter,0.0
3195,cnv_depth__IBNLCO_02682__IBNLCO_02682__gene__promoter,0.0
3194,cnv_depth__IBNLCO_02681__yybR__gene__promoter,0.0
3208,cnv_depth__IBNLCO_02697__IBNLCO_02697__gene__promoter,0.0
