feature,coefficient,abs_coefficient
cnv_depth__IBNLCO_01417__IBNLCO_01417__gene__promoter,0.08444111974207147,0.08444111974207147
cnv_depth__IBNLCO_01057__IBNLCO_01057__gene,-0.08359337280617352,0.08359337280617352
cnv_depth__IBNLCO_01281__L-gulonate__CDS,-0.08287476685725632,0.08287476685725632
cnv_depth__IBNLCO_01480__hypothetical__CDS__promoter,0.08230229588451128,0.08230229588451128
cnv_depth__IBNLCO_05127__HTH__CDS__promoter,-0.08209288382769993,0.08209288382769993
cnv_depth__IBNLCO_03463__Amino__CDS,0.08197237211352071,0.08197237211352071
cnv_depth__IBNLCO_05752__hypothetical__CDS__promoter,-0.08189663550264781,0.08189663550264781
cnv_depth__IBNLCO_02396__IBNLCO_02396__gene__promoter,-0.08170790407543642,0.08170790407543642
cnv_depth__IBNLCO_05713__IBNLCO_05713__gene,-0.08101204640022641,0.08101204640022641
cnv_depth__IBNLCO_01732__AraC__CDS__promoter,-0.08073137329862012,0.08073137329862012
cnv_depth__IBNLCO_00312__IBNLCO_00312__gene__promoter,0.08025628805182912,0.08025628805182912
cnv_depth__IBNLCO_02714__araC__gene__promoter,0.07977606303139909,0.07977606303139909
cnv_depth__IBNLCO_02515__hypothetical__CDS,-0.07961379216329009,0.07961379216329009
cnv_depth__IBNLCO_05072__DNA-binding__CDS,-0.07875149922531474,0.07875149922531474
cnv_depth__IBNLCO_04098__IBNLCO_04098__gene__promoter,-0.07844060651280915,0.07844060651280915
cnv_depth__IBNLCO_03967__phosphoenolpyruvate__CDS__promoter,-0.07780006664484514,0.07780006664484514
cnv_depth__IBNLCO_01697__hypothetical__CDS__promoter,-0.07775122333921554,0.07775122333921554
cnv_depth__IBNLCO_00608__IBNLCO_00608__gene,-0.07629428326627169,0.07629428326627169
cnv_depth__IBNLCO_02235__2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate__CDS,-0.07615939356958557,0.07615939356958557
cnv_depth__IBNLCO_01108__IBNLCO_01108__gene,-0.07599014109643089,0.07599014109643089
cnv_depth__IBNLCO_00793__efflux__CDS,-0.07508939557133175,0.07508939557133175
cnv_depth__IBNLCO_05243__IBNLCO_05243__gene,-0.07488307540167538,0.07488307540167538
cnv_depth__IBNLCO_02549__Cold-shock__CDS,0.07478075892969965,0.07478075892969965
cnv_depth__IBNLCO_02065__5-hydroxyisourate__CDS__promoter,-0.0747711751552082,0.0747711751552082
cnv_depth__IBNLCO_05174__NHL__CDS,-0.07468738867293681,0.07468738867293681
cnv_depth__IBNLCO_00703__IBNLCO_00703__gene,-0.07461134191008023,0.07461134191008023
cnv_depth__IBNLCO_00394__IBNLCO_00394__gene__promoter,0.07219162299482244,0.07219162299482244
cnv_depth__IBNLCO_04750__hypothetical__CDS__promoter,-0.07203095693907166,0.07203095693907166
cnv_depth__IBNLCO_04964__IBNLCO_04964__gene,-0.07148605228441607,0.07148605228441607
cnv_depth__IBNLCO_03072__Glutamyl-tRNA__CDS__promoter,0.0709085772049351,0.0709085772049351
cnv_depth__IBNLCO_05760__IBNLCO_05760__gene__promoter,-0.07076763504534539,0.07076763504534539
cnv_depth__IBNLCO_05092__N-acetyltransferase__CDS,-0.07056317261288378,0.07056317261288378
